row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Short-term - Related parties (Note VIII.2),Short-term - Related parties (Note VIII.2),Short-term - Related parties (Note VIII.2),"146,900,000,000","168,681,599,516",,
Long-term - Related parties (Note VIII.2),Long-term - Related parties (Note VIII.2),Long-term - Related parties (Note VIII.2),"166,800,000,000","255,200,000,000",,
Total,Total,Total,"313,700,000,000","423,881,599,516",,
