row_label_raw,row_label_full,Chỉ tiêu > Lưu chuyển tiền thuần trong năm > Tiền và tương đương tiền đầu năm,Mã số > 50 > 60,Năm nay > 2.515.997.202.724 > 746.853.302.518,Năm trước > (1.452.913.810.057) > 2.199.766.875.022,numeric__Mã số > 50 > 60,numeric__Năm nay > 2.515.997.202.724 > 746.853.302.518,numeric__Năm trước > (1.452.913.810.057) > 2.199.766.875.022
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,389.070,237.553,61.0,389070.0,237553.0
Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,3.262.850.894.312,746.853.302.518,70.0,3262850894312.0,746853302518.0
