row_label_raw,row_label_full,col_0,End of year,End of year_1,Beginning of year,Beginning of year_1,numeric__End of year,numeric__End of year_1,numeric__Beginning of year,numeric__Beginning of year_1
,,,Original cost VND,Provision VND,Original cost VND,Provision VND,,,,
Properties in progress (*),Properties in progress (*),Properties in progress (*),"6,370,546,818,260",-,"5,989,794,837,077",-,,,,
Finished real estate,Finished real estate,Finished real estate,"44,857,005,572",-,"79,874,080,522",-,,,,
Raw materials,Raw materials,Raw materials,"302,464,478",-,"2,423,231,577",-,,,,
Merchandise,Merchandise,Merchandise,"566,402,270",-,"802,230,730",-,,,,
Total,Total,Total,"6,416,272,690,580",-,"6,072,894,379,906",-,,,,
