row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,7.866.632.995.075,9.489.741.186.720,300.0,,7866632995075.0,9489741186720.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,7.331.861.890.089,7.595.187.688.031,310.0,,7331861890089.0,7595187688031.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,V.13,417.687.201.380,448.300.511.037,311.0,,417687201380.0,448300511037.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,V.14,3.060.369.671.134,2.456.652.493.818,312.0,,3060369671134.0,2456652493818.0
3. Thuế và các khoản phải nộp nhà nước,3. Thuế và các khoản phải nộp nhà nước,3. Thuế và các khoản phải nộp nhà nước,313,V.15,452.085.048.842,91.477.907.259,313.0,,452085048842.0,91477907259.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,22.716.178.212,16.268.893.716,314.0,,22716178212.0,16268893716.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,V.16,279.794.161.655,321.814.317.488,315.0,,279794161655.0,321814317488.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,V.17,3.410.599.636,3.410.599.636,318.0,,3410599636.0,3410599636.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,V.18,2.134.037.217.185,2.931.825.483.579,319.0,,2134037217185.0,2931825483579.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,V.19,955.686.291.514,1.276.577.657.669,320.0,,955686291514.0,1276577657669.0
