row_label_raw,row_label_full,Mục đích sử dụng vốn,Mục đích sử dụng vốn_1,Mục đích sử dụng vốn_2,Mục đích sử dụng vốn_3,numeric__Mục đích sử dụng vốn_1,numeric__Mục đích sử dụng vốn_2,numeric__Mục đích sử dụng vốn_3
Theo phương án phát hành,Theo phương án phát hành,Theo phương án phát hành,Số tiền (VND),Theo phương án điều chỉnh,Số tiền (VND),,,
"Đầu tư Dự án Khu đô thị mới Bắc Vũng Tàu, Phường 12, Tinh Bà Rịa - Vũng Tàu (nay là Phường Phước Thắng, TP.HCM)","Theo phương án phát hành > Đầu tư Dự án Khu đô thị mới Bắc Vũng Tàu, Phường 12, Tinh Bà Rịa - Vũng Tàu (nay là Phường Phước Thắng, TP.HCM)","Đầu tư Dự án Khu đô thị mới Bắc Vũng Tàu, Phường 12, Tinh Bà Rịa - Vũng Tàu (nay là Phường Phước Thắng, TP.HCM)",1.499.857.000.000,"Đầu tư Dự án Khu đô thị mới Bắc Vũng Tàu, Phường 12, Tinh Bà Rịa - Vũng Tàu (nay là Phường Phước Thắng, TP.HCM)",749.957.000.000,1499857000000.0,,749957000000.0
"Đầu tư Dự án Khu đô thị mới Bắc Vũng Tàu, Phường 12, Tinh Bà Rịa - Vũng Tàu (nay là Phường Phước Thắng, TP.HCM)","Theo phương án phát hành > Đầu tư Dự án Khu đô thị mới Bắc Vũng Tàu, Phường 12, Tinh Bà Rịa - Vũng Tàu (nay là Phường Phước Thắng, TP.HCM)","Đầu tư Dự án Khu đô thị mới Bắc Vũng Tàu, Phường 12, Tinh Bà Rịa - Vũng Tàu (nay là Phường Phước Thắng, TP.HCM)",1.499.857.000.000,Thanh toán khoản tiền còn thiếu cho Công ty Cổ phần Đầu tư và Phát triển Tân Long,749.900.000.000,1499857000000.0,,749900000000.0
Cộng,Theo phương án phát hành > Cộng,Cộng,1.499.857.000.000,,1.499.857.000.000,1499857000000.0,,1499857000000.0
