row_label_raw,row_label_full,Ông Trần Thanh Tân,Chữ tịch,col_2,numeric__Chữ tịch,numeric__col_2
Ông Dương Văn Bắc,Ông Dương Văn Bắc,Ông Dương Văn Bắc,Thành viên,bổ nhiệm ngày 29 tháng 4 năm 2022,,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Thành viên,miễn nhiệm ngày 29 tháng 4 năm 2022,,
