row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 4.300.103.957,Số phải nộp trong năm > 20.719.805.387,Số đã nộp trong năm > (17.054.364.743),VND Số cuối năm > 7.965.544.601,numeric__Số đầu năm > 4.300.103.957,numeric__Số phải nộp trong năm > 20.719.805.387,numeric__Số đã nộp trong năm > (17.054.364.743),numeric__VND Số cuối năm > 7.965.544.601
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.320.997.642,8.773.376.074,(10.352.398.582),741.975.134,2320997642.0,8773376074.0,-10352398582.0,741975134.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,312.080.033,-,(163.577),311.916.456,312080033.0,,-163577.0,311916456.0
Thuế khác,Thuế khác,Thuế khác,197.391.937,83.360.761,(239.016.218),41.736.480,197391937.0,83360761.0,-239016218.0,41736480.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,7.130.573.569,29.576.542.222,(27.645.943.120),9.061.172.671,7130573569.0,29576542222.0,-27645943120.0,9061172671.0
