row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,3.218.927.838.587,2.862.631.245.568,,,3218927838587.0,2862631245568.0
310,310,310,I. Nợ ngắn hạn,,3.218.927.838.587,2.862.631.245.568,,,3218927838587.0,2862631245568.0
311,311,311,1. Phải trả người bán ngắn hạn,11,16.529.997.884,46.047.200.805,,11.0,16529997884.0,46047200805.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,1.119.326.776,1.751.071.365,,,1119326776.0,1751071365.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,12,9.061.172.671,7.130.573.569,,12.0,9061172671.0,7130573569.0
314,314,314,4. Phải trả người lao động,,3.501.046.552,4.734.696.966,,,3501046552.0,4734696966.0
315,315,315,5. Chi phí phải trả ngắn hạn,13,25.197.420.783,33.351.932.612,,13.0,25197420783.0,33351932612.0
319,319,319,6. Phải trả ngắn hạn khác,14,3.084.047.668.428,2.702.300.160.743,,14.0,3084047668428.0,2702300160743.0
320,320,320,7. Vay ngắn hạn,15,27.500.000.000,27.500.000.000,,15.0,27500000000.0,27500000000.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,51.971.205.494,39.815.609.508,,,51971205494.0,39815609508.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.915.404.242.153,5.480.356.522.589,,,5915404242153.0,5480356522589.0
410,410,410,I. Vốn chủ sở hữu,16,5.915.404.242.153,5.480.356.522.589,,16.0,5915404242153.0,5480356522589.0
411,411,411,1. Vốn cổ phần,,4.531.223.770.000,3.582.012.080.000,,,4531223770000.0,3582012080000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.531.223.770.000,3.582.012.080.000,,,4531223770000.0,3582012080000.0
412,412,412,2. Thặng dư vốn cổ phần,,804.503.548.710,1.105.361.088.710,,,804503548710.0,1105361088710.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,579.676.923.443,792.983.353.879,,,579676923443.0,792983353879.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,128.490.337.934,500.809.359.759,,,128490337934.0,500809359759.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,451.186.585.508,292.173.994.120,,,451186585508.0,292173994120.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,9.134.332.080.740,8.342.987.768.157,,,9134332080740.0,8342987768157.0
