row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm hoàn ứng cho chủ đầu tư,Ngắn hạn > Tạm hoàn ứng cho chủ đầu tư,Tạm hoàn ứng cho chủ đầu tư,2.446.640.760.655,1.578.882.475.033,2446640760655.0,1578882475033.0
Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*),Ngắn hạn > Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*),Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*),2.172.832.257.533,1.871.897.410.067,2172832257533.0,1871897410067.0
"Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (**)","Ngắn hạn > Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (**)","Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (**)",52.379.472.100,88.879.472.100,52379472100.0,88879472100.0
Cổ tức,Ngắn hạn > Cổ tức,Cổ tức,40.198.492.515,24.804.925.264,40198492515.0,24804925264.0
Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,Ngắn hạn > Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Khác,Ngắn hạn > Khác,Khác,13.923.179.883,12.154.526.889,13923179883.0,12154526889.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,4.740.974.162.686,3.591.618.809.353,4740974162686.0,3591618809353.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khác,Dài hạn > Khác,Khác,36.000.000,36.000.000,36000000.0,36000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,4.741.010.162.686,3.591.654.809.353,4741010162686.0,3591654809353.0
Dự phòng phải thu khác,Dài hạn > Dự phòng phải thu khác,Dự phòng phải thu khác,(9.640.797.289),(1.940.708.333),-9640797289.0,-1940708333.0
GIÁ TRỊ THUẦN,Dài hạn > GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,4.731.369.365.397,3.589.714.101.020,4731369365397.0,3589714101020.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên liên quan (Thuyết minh số 22),Trong đó: > Phải thu bên liên quan (Thuyết minh số 22),Phải thu bên liên quan (Thuyết minh số 22),4.718.773.319.129,3.569.506.057.907,4718773319129.0,3569506057907.0
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,22.236.843.557,22.148.751.446,22236843557.0,22148751446.0
