row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,39.641.758.093,38.919.165.757,39641758093.0,38919165757.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,21.325.837.257,24.907.587.450,21325837257.0,24907587450.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,10.204.115.519,11.552.395.472,10204115519.0,11552395472.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,7.432.027.032,2.047.542.180,7432027032.0,2047542180.0
Chi phí khác,Chi phí khác,Chi phí khác,679.778.285,411.640.655,679778285.0,411640655.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,35.225.577.457,22.276.796.433,35225577457.0,22276796433.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,16.537.948.559,12.634.518.815,16537948559.0,12634518815.0
Chi phí dự phòng nợ khó đòi,Chi phí dự phòng nợ khó đòi,Chi phí dự phòng nợ khó đòi,7.784.788.956,2.067.758.333,7784788956.0,2067758333.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,6.671.851.096,4.146.553.856,6671851096.0,4146553856.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,610.506.714,-,610506714.0,
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,397.334.287,435.777.642,397334287.0,435777642.0
Chi phí khác,Chi phí khác,Chi phí khác,3.223.147.845,2.992.187.787,3223147845.0,2992187787.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,74.867.335.550,61.195.962.190,74867335550.0,61195962190.0
