row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,448.652.451.798,292.680.714.067,448652451798.0,292680714067.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,89.730.490.360,58.536.142.813,89730490360.0,58536142813.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,826.702.244,860.512.372,826702244.0,860512372.0
Dự phòng cho khoản đầu tư,Các khoản điều chỉnh: > Dự phòng cho khoản đầu tư,Dự phòng cho khoản đầu tư,(1.055.034.430),-,-1055034430.0,
Cổ tức nhận được,Các khoản điều chỉnh: > Cổ tức nhận được,Cổ tức nhận được,(88.940.902.924),(62.195.582.267),-88940902924.0,-62195582267.0
Lỗ chuyển sang các năm sau Điều chỉnh thuế TNDN trích (thừa) thiếu trong năm trước,Các khoản điều chỉnh: > Lỗ chuyển sang các năm sau Điều chỉnh thuế TNDN trích (thừa) thiếu trong năm trước,Lỗ chuyển sang các năm sau Điều chỉnh thuế TNDN trích (thừa) thiếu trong năm trước,-,2.786.927.082,,2786927082.0
Lỗ chuyển sang các năm sau Điều chỉnh thuế TNDN trích (thừa) thiếu trong năm trước,Các khoản điều chỉnh: > Lỗ chuyển sang các năm sau Điều chỉnh thuế TNDN trích (thừa) thiếu trong năm trước,Lỗ chuyển sang các năm sau Điều chỉnh thuế TNDN trích (thừa) thiếu trong năm trước,(3.095.388.961),346.156.245,-3095388961.0,346156245.0
Điều chỉnh thuế TNDN hoãn lại,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN hoãn lại,Điều chỉnh thuế TNDN hoãn lại,-,172.563.702,,172563702.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,(2.534.133.711),506.719.947,-2534133711.0,506719947.0
