row_label_raw,row_label_full,Số cuối năm,Số đầu năm,numeric__Số đầu năm
Triệu VND,Triệu VND,Triệu VND,Triệu VND,
220.620,Triệu VND > 220.620,220.620,222.368,222368.0
805.011,Triệu VND > 805.011,805.011,873.729,873729.0
3.717.069,Triệu VND > 3.717.069,3.717.069,3.851.531,3851531.0
4.742.700,Triệu VND > 4.742.700,4.742.700,4.947.628,4947628.0
