row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,53.318.097,42.913.731,,200.0,,53318097.0,42913731.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,20.493,19.258,,210.0,,20493.0,19258.0
1.,1.,1.,Phải thu dài hạn khác,216,9,20.493,19.258,,216.0,9.0,20493.0,19258.0
II.,II.,II.,Tài sản cố định,220,,273.087,221.394,,220.0,,273087.0,221394.0
1.,1.,1.,Tài sản cố định hữu hình,221,13,263.269,202.635,,221.0,13.0,263269.0,202635.0
,,,- Nguyên giá,222,,566.149,479.991,,222.0,,566149.0,479991.0
,,,- Giá trị hao mòn lũy kế,223,,(302.880),(277.356),,223.0,,-302880.0,-277356.0
2.,2.,2.,Tài sản cố định vô hình,227,14,9.818,18.759,,227.0,14.0,9818.0,18759.0
,,,- Nguyên giá,228,,88.377,88.456,,228.0,,88377.0,88456.0
,,,- Giá trị hao mòn lũy kế,229,,(78.559),(69.697),,229.0,,-78559.0,-69697.0
III.,III.,III.,Bất động sản đầu tư,230,15,27.231.260,27.084.397,,230.0,15.0,27231260.0,27084397.0
,,,- Nguyên giá,231,,39.178.382,38.354.003,,231.0,,39178382.0,38354003.0
,,,- Giá trị hao mòn lũy kế,232,,(11.947.122),(11.269.606),,232.0,,-11947122.0,-11269606.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,267.062,801.624,,240.0,,267062.0,801624.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,16,267.062,801.624,,242.0,16.0,267062.0,801624.0
V.,V.,V.,Tài sản dài hạn khác,260,,25.526.195,14.787.058,,260.0,,25526195.0,14787058.0
1.,1.,1.,Chi phí trả trước dài hạn,261,12,480.417,433.005,,261.0,12.0,480417.0,433005.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,27,150.979,106.787,,262.0,27.0,150979.0,106787.0
3.,3.,3.,Tài sản dài hạn khác,268,17,24.894.799,14.197.937,,268.0,17.0,24894799.0,14197937.0
4.,4.,4.,Lợi thế thường mại,269,18,-,49.329,,269.0,18.0,,49329.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,61.279.149,55.226.155,,270.0,,61279149.0,55226155.0
