row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,
Công ty Cổ phần Vinhomes,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,64.714,243.394,64714.0,243394.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Phải thu ngắn hạn của khách hàng > Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,61.854,140.344,61854.0,140344.0
Công ty Cổ phần Phát triển Trạm sạc Toàn cầu V-Green,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Phát triển Trạm sạc Toàn cầu V-Green,Công ty Cổ phần Phát triển Trạm sạc Toàn cầu V-Green,35.370,3.939,35370.0,3939.0
Công ty Cổ phần Đầu tư Phát triển BDS Trường Thịnh,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Đầu tư Phát triển BDS Trường Thịnh,Công ty Cổ phần Đầu tư Phát triển BDS Trường Thịnh,14.983,265,14983.0,265.0
Công ty Cổ phần Vinpearl,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,9.723,12.675,9723.0,12675.0
Công ty Cổ phần VinWonders Nha Trang,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần VinWonders Nha Trang,Công ty Cổ phần VinWonders Nha Trang,2.957,60.873,2957.0,60873.0
Các bên liên quan khác,Phải thu ngắn hạn của khách hàng > Các bên liên quan khác,Các bên liên quan khác,21.414,21.492,21414.0,21492.0
,,,211.015,482.982,211015.0,482982.0
Trá trước cho người bán ngắn hạn,Trá trước cho người bán ngắn hạn,Trá trước cho người bán ngắn hạn,Trá trước cho người bán ngắn hạn,Trá trước cho người bán ngắn hạn,,
Tập đoàn Vingroup - Công ty CP,Trá trước cho người bán ngắn hạn > Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,1.184.412,-,1184412.0,
Các bên liên quan khác,Trá trước cho người bán ngắn hạn > Các bên liên quan khác,Các bên liên quan khác,66.601,3.045,66601.0,3045.0
,,,1.251.013,3.045,1251013.0,3045.0
