row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,7.961.052,12.312.424,,100.0,,7961052.0,12312424.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,4.434.617,2.884.680,,110.0,5.0,4434617.0,2884680.0
1.,1.,1.,Tiền,111,,3.034.617,2.884.680,,111.0,,3034617.0,2884680.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.400.000,-,,112.0,,1400000.0,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,133.239,125.918,,120.0,,133239.0,125918.0
1.,1.,1.,Đầu tư nắm giữ đến ngày đáo hạn,123,6,133.239,125.918,,123.0,6.0,133239.0,125918.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.885.735,2.016.405,,130.0,,2885735.0,2016405.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,1.319.815,1.674.317,,131.0,7.0,1319815.0,1674317.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,8,1.298.757,94.909,,132.0,8.0,1298757.0,94909.0
3.,3.,3.,Phải thu ngắn hạn khác,136,9,751.198,710.589,,136.0,9.0,751198.0,710589.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(484.035),(463.410),,137.0,10.0,-484035.0,-463410.0
IV.,IV.,IV.,Hàng tồn kho,140,11,236.158,295.010,,140.0,11.0,236158.0,295010.0
1.,1.,1.,Hàng tồn kho,141,,236.158,295.010,,141.0,,236158.0,295010.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,271.303,6.990.411,,150.0,,271303.0,6990411.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,12,68.443,83.717,,151.0,12.0,68443.0,83717.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,182.303,51.975,,152.0,,182303.0,51975.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,20.557,721,,153.0,,20557.0,721.0
4.,4.,4.,Tài sản ngắn hạn khác,155,17,-,6.853.998,,155.0,17.0,,6853998.0
