row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,12.910.946,13.303.514,,300.0,,12910946.0,13303514.0
I.,I.,I.,Nợ ngắn hạn,310,,5.173.857,5.920.740,,310.0,,5173857.0,5920740.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,19,659.187,461.938,,311.0,19.0,659187.0,461938.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,20,309.096,184.770,,312.0,20.0,309096.0,184770.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,21,1.718.159,1.135.316,,313.0,21.0,1718159.0,1135316.0
4.,4.,4.,Phải trả người lao động,314,,-,245,,314.0,,,245.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,22,1.483.782,1.123.855,,315.0,22.0,1483782.0,1123855.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,23,31.187,32.655,,318.0,23.0,31187.0,32655.0
7.,7.,7.,Phải trả ngắn hạn khác,319,24,949.277,968.841,,319.0,24.0,949277.0,968841.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,25,20.626,2.009.752,,320.0,25.0,20626.0,2009752.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,,1.909,1.812,,321.0,,1909.0,1812.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,634,1.556,,322.0,,634.0,1556.0
II.,II.,II.,Nợ dài hạn,330,,7.737.089,7.382.774,,330.0,,7737089.0,7382774.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,23,131.499,126.557,,336.0,23.0,131499.0,126557.0
2.,2.,2.,Phải trả dài hạn khác,337,24,1.157.099,4.663.323,,337.0,24.0,1157099.0,4663323.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,26,6.380.455,2.523.103,,338.0,26.0,6380455.0,2523103.0
4.,4.,4.,Thuế thu nhập hoãn lại phải trả,341,27,68.036,69.791,,341.0,27.0,68036.0,69791.0
