row_label_raw,row_label_full,Chỉ tiêu,Kinh doanh và chuyển nhượng bất động sản,Hoạt động cho thuê và các dịch vụ liên quan,Khác,Tổng,numeric__Kinh doanh và chuyển nhượng bất động sản,numeric__Hoạt động cho thuê và các dịch vụ liên quan,numeric__Khác,numeric__Tổng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,11.997.267,43.933.151,215.053,56.145.471,11997267.0,43933151.0,215053.0,56145471.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,5.133.678,,,,5133678.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,61.279.149,,,,61279149.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,727.212,3.566.831,151.240,4.445.283,727212.0,3566831.0,151240.0,4445283.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,8.465.663,,,,8465663.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,12.910.946,,,,12910946.0
