row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,5 - 8,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,9,9.0
BÁO CÁO LƯU CHUYỂN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỂN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỂN TIỀN TỆ HỢP NHẤT,10 - 11,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,12 - 48,
