row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,31,8.837.380,8.939.117,,1.0,31.0,8837380.0,8939117.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,31,8.837.380,8.939.117,,10.0,31.0,8837380.0,8939117.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,32,4.105.337,4.183.725,,11.0,32.0,4105337.0,4183725.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,4.732.043,4.755.392,,20.0,,4732043.0,4755392.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,34,4.751.336,1.785.771,,21.0,34.0,4751336.0,1785771.0
6.,6.,6.,Chi phí tài chính,22,35,1.064.552,838.090,,22.0,35.0,1064552.0,838090.0
,,,- Chi phí lãi vay,23,,628.429,566.101,,23.0,,628429.0,566101.0
7.,7.,7.,Chi phí bán hàng,25,36,270.990,341.019,,25.0,36.0,270990.0,341019.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,36,567.984,641.775,,26.0,36.0,567984.0,641775.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,7.579.853,4.720.279,,30.0,,7579853.0,4720279.0
10.,10.,10.,Thu nhập khác,31,37,566.133,464.749,,31.0,37.0,566133.0,464749.0
11.,11.,11.,Chi phí khác,32,,62.808,51.699,,32.0,,62808.0,51699.0
12.,12.,12.,Lợi nhuận khác (40=31-32),40,,503.325,413.050,,40.0,,503325.0,413050.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,8.083.178,5.133.329,,50.0,,8083178.0,5133329.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,38,1.683.201,1.080.562,,51.0,38.0,1683201.0,1080562.0
15.,15.,15.,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,38,(45.947),(43.013),,52.0,38.0,-45947.0,-43013.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,6.445.924,4.095.780,,60.0,,6445924.0,4095780.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,6.445.924,4.095.780,,61.0,,6445924.0,4095780.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,-,,62.0,,,
17.,17.,17.,Lãi cơ bản trên cổ phiếu,70,39,2.837,1.803,,70.0,39.0,2837.0,1803.0
