row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,48.368.203,41.922.641,,400.0,,48368203.0,41922641.0
I.,I.,I.,Vốn chủ sở hữu,410,28,48.368.203,41.922.641,,410.0,28.0,48368203.0,41922641.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,23.288.184,23.288.184,,411.0,,23288184.0,23288184.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,23.288.184,23.288.184,,,,23288184.0,23288184.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,46.983,46.983,,412.0,,46983.0,46983.0
3.,3.,3.,Cổ phiếu quỹ,415,,(1.954.258),(1.954.258),,415.0,,-1954258.0,-1954258.0
4.,4.,4.,Quỹ khác thuộc vốn chủ sở hữu,420,,(53.137),(53.137),,420.0,,-53137.0,-53137.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,27.040.431,20.594.507,,421.0,,27040431.0,20594507.0
5.,5.,5.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,20.594.507,16.498.727,,,,20594507.0,16498727.0
5.,5.,5.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,6.445.924,4.095.780,,,,6445924.0,4095780.0
6.,6.,6.,Lợi ích của cổ đông không kiểm soát,429,,-,362,,429.0,,,362.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,61.279.149,55.226.155,,440.0,,61279149.0,55226155.0
