row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Triệu VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Triệu VND Giảm,Số cuối năm > Giá trị,Số cuối năm > Triệu VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Triệu VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Triệu VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Triệu VND Số có khả năng trả nợ
Trái phiếu doanh nghiệp dài hạn đến hạn trả (i),Trái phiếu doanh nghiệp dài hạn đến hạn trả (i),Trái phiếu doanh nghiệp dài hạn đến hạn trả (i),1.988.427,1.988.427,-,1.988.427,-,-,1988427.0,1988427.0,,1988427.0,,
Nợ thuê tài chính dài hạn đến hạn trả (Chi tiết tại thuyết minh số 26),Nợ thuê tài chính dài hạn đến hạn trả (Chi tiết tại thuyết minh số 26),Nợ thuê tài chính dài hạn đến hạn trả (Chi tiết tại thuyết minh số 26),21.325,21.325,22.303,23.002,20.626,20.626,21325.0,21325.0,22303.0,23002.0,20626.0,20626.0
,,,2.009.752,2.009.752,22.303,2.011.429,20.626,20.626,2009752.0,2009752.0,22303.0,2011429.0,20626.0,20626.0
