row_label_raw,row_label_full,col_0,Năm 2021,Năm 2020,numeric__Năm 2021,numeric__Năm 2020
,,,VND,VND,,
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,28.599.202.056,15.426.541.517,28599202056.0,15426541517.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,965.936.421,1.494.124.353,965936421.0,1494124353.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,102.261.442,73.040.052,102261442.0,73040052.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",36.500.000,24.500.000,36500000.0,24500000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,8.835.913.783,4.830.680.649,8835913783.0,4830680649.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,1.254.672.166,609.976.583,1254672166.0,609976583.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thù lao của ban kiểm soát,Trong đó: > Thù lao của ban kiểm soát,Thù lao của ban kiểm soát,48.000.000,-,48000000.0,
Cộng,Trong đó: > Cộng,Cộng,39.794.485.868,22.458.863.154,39794485868.0,22458863154.0
