row_label_raw,row_label_full,31/12/2021 > Giá trị ghi sổ,31/12/2021 > Số có khả năng trả nợ,01/01/2021 > Giá trị ghi sổ,01/01/2021 > Số có khả năng trả nợ,numeric__31/12/2021 > Số có khả năng trả nợ,numeric__01/01/2021 > Giá trị ghi sổ,numeric__01/01/2021 > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,,,
373.991.373.817,VND > 373.991.373.817,373.991.373.817,373.991.373.817,-,-,373991373817.0,,
52.701.110.854,VND > 52.701.110.854,52.701.110.854,52.701.110.854,-,-,52701110854.0,,
237.074.693,VND > 237.074.693,237.074.693,237.074.693,146.094.362,146.094.362,237074693.0,146094362.0,146094362.0
426.929.559.364,VND > 426.929.559.364,426.929.559.364,426.929.559.364,146.094.362,146.094.362,426929559364.0,146094362.0,146094362.0
