row_label_raw,row_label_full,col_0,col_1,31/12/2020VND,31/12/2020VND_1,01/01/2020VND,numeric__col_1,numeric__31/12/2020VND,numeric__31/12/2020VND_1,numeric__01/01/2020VND
Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,,,,
+ Vàng miếng SJC,Vàng tiền tệ > + Vàng miếng SJC,+ Vàng miếng SJC,4 miếng,22.220.000,4 miếng,16.900.000,,22220000.0,,16900000.0
+ Vàng nhẫn SJC,Vàng tiền tệ > + Vàng nhẫn SJC,+ Vàng nhẫn SJC,12 nhẫn,65.880.000,12 nhẫn,50.700.000,,65880000.0,,50700000.0
Cộng,Vàng tiền tệ > Cộng,Cộng,Cộng,88.100.000,88.100.000,67.600.000,,88100000.0,88100000.0,67600000.0
