row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2020 VND,Năm 2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2020 VND,numeric__Năm 2019 VND
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,25,6.522.165.071.319,7.723.133.954.888,1.0,25.0,6522165071319.0,7723133954888.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,26,32.401.244.522,42.244.702.165,2.0,26.0,32401244522.0,42244702165.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,6.489.763.826.797,7.680.889.252.723,10.0,,6489763826797.0,7680889252723.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,27,4.438.284.191.180,5.224.486.810.304,11.0,27.0,4438284191180.0,5224486810304.0
5. Lợi nhuận gộp bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp bán hàng và cung cấp dịch vụ,20,,2.051.479.635.617,2.456.402.442.419,20.0,,2051479635617.0,2456402442419.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,28,142.064.834.469,138.023.568.910,21.0,28.0,142064834469.0,138023568910.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,29,71.847.485.893,77.362.094.057,22.0,29.0,71847485893.0,77362094057.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,71.041.570.755,76.961.987.689,23.0,,71041570755.0,76961987689.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,30.a,654.113.883.340,785.326.185.604,25.0,,654113883340.0,785326185604.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,30.b,234.335.496.961,214.246.805.827,26.0,,234335496961.0,214246805827.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.233.247.603.892,1.517.490.925.841,30.0,,1233247603892.0,1517490925841.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,31,38.029.869.172,32.973.976.754,31.0,31.0,38029869172.0,32973976754.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,32,4.843.664.119,7.288.897.373,32.0,32.0,4843664119.0,7288897373.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,33.186.205.053,25.685.079.381,40.0,,33186205053.0,25685079381.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,1.266.433.808.945,1.543.176.005.222,50.0,,1266433808945.0,1543176005222.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,33,213.634.256.071,251.415.589.222,51.0,33.0,213634256071.0,251415589222.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,(178.403.283),(16.185.066),52.0,,-178403283.0,-16185066.0
18. Lợi nhuận sau thuế TNDN,18. Lợi nhuận sau thuế TNDN,18. Lợi nhuận sau thuế TNDN,60,,1.052.977.956.157,1.291.776.601.066,60.0,,1052977956157.0,1291776601066.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,1.052.977.956.157,1.291.776.601.066,61.0,,1052977956157.0,1291776601066.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,,,62.0,,,
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,34,3.463,4.276,70.0,34.0,3463.0,4276.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,34,3.463,4.276,71.0,34.0,3463.0,4276.0
