row_label_raw,row_label_full,Công ty TNHH Asia Packing Industries Việt Nam,31/12/2020 > 10.125.886.595,01/01/2020 > 14.142.505.608,numeric__31/12/2020 > 10.125.886.595,numeric__01/01/2020 > 14.142.505.608
Công ty TNHH TM & Vận tải Thái Tân,Công ty TNHH TM & Vận tải Thái Tân,Công ty TNHH TM & Vận tải Thái Tân,4.794.579.625,6.049.227.800,4794579625.0,6049227800.0
Công ty CP In bao bì Khatoco,Công ty CP In bao bì Khatoco,Công ty CP In bao bì Khatoco,9.249.572.524,8.668.584.446,9249572524.0,8668584446.0
Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,7.804.396.337,7.620.864.561,7804396337.0,7620864561.0
Công ty TNHH Truyền thông WPP,Công ty TNHH Truyền thông WPP,Công ty TNHH Truyền thông WPP,18.715.122.802,45.493.695.110,18715122802.0,45493695110.0
Công ty CP Phân bón Việt Nhật,Công ty CP Phân bón Việt Nhật,Công ty CP Phân bón Việt Nhật,11.770.000.000,17.955.000.000,11770000000.0,17955000000.0
Công ty CP Hóa chất Á Châu,Công ty CP Hóa chất Á Châu,Công ty CP Hóa chất Á Châu,7.708.167.500,6.369.143.000,7708167500.0,6369143000.0
Công ty CP Bao bì Kinh Bắc,Công ty CP Bao bì Kinh Bắc,Công ty CP Bao bì Kinh Bắc,2.272.466.684,2.840.416.634,2272466684.0,2840416634.0
Công TNHH SX-TM-DV Minh Thông,Công TNHH SX-TM-DV Minh Thông,Công TNHH SX-TM-DV Minh Thông,2.701.513.650,4.809.480.816,2701513650.0,4809480816.0
Công ty TNHH Dịch vụ kỹ thuật Hanh Xương,Công ty TNHH Dịch vụ kỹ thuật Hanh Xương,Công ty TNHH Dịch vụ kỹ thuật Hanh Xương,2.682.057.705,21.031.134.169,2682057705.0,21031134169.0
Công ty TNHH MTV Úng Dụng& PT Công nghệ,Công ty TNHH MTV Úng Dụng& PT Công nghệ,Công ty TNHH MTV Úng Dụng& PT Công nghệ,130.642.075.208,132.291.751.417,130642075208.0,132291751417.0
Công ty CP Xây dựng Đô thị & Khu Công nghiệp,Công ty CP Xây dựng Đô thị & Khu Công nghiệp,Công ty CP Xây dựng Đô thị & Khu Công nghiệp,4.651.956.950,17.882.188.620,4651956950.0,17882188620.0
Công ty TNHH TM &KT Nguyễn Liêu,Công ty TNHH TM &KT Nguyễn Liêu,Công ty TNHH TM &KT Nguyễn Liêu,3.681.569.310,6.866.798.723,3681569310.0,6866798723.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,165.935.088.965,196.221.418.628,165935088965.0,196221418628.0
Cộng,Cộng,Cộng,382.734.453.855,488.242.209.532,382734453855.0,488242209532.0
