row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
Lợi nhuận kỳ trước chuyển sang,Lợi nhuận kỳ trước chuyển sang,Lợi nhuận kỳ trước chuyển sang,2.813.256.672.633,2.467.293.755.900,2813256672633.0,2467293755900.0
Lợi nhuận sau thuế thu nhập doanh nghiệp năm nay,Lợi nhuận sau thuế thu nhập doanh nghiệp năm nay,Lợi nhuận sau thuế thu nhập doanh nghiệp năm nay,1.052.977.956.157,1.291.776.601.066,1052977956157.0,1291776601066.0
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,955.887.114.043,945.813.684.333,955887114043.0,945813684333.0
- Phân phối lợi nhuận năm trước,- Phân phối lợi nhuận năm trước,- Phân phối lợi nhuận năm trước,805.184.439.043,795.111.009.333,805184439043.0,795111009333.0
+ Trích quỹ đầu tư phát triển,+ Trích quỹ đầu tư phát triển,+ Trích quỹ đầu tư phát triển,38.753.298.032,62.017.559.881,38753298032.0,62017559881.0
"+ Trích quỹ khen thưởng, phúc lợi","+ Trích quỹ khen thưởng, phúc lợi","+ Trích quỹ khen thưởng, phúc lợi",12.917.766.011,24.807.023.952,12917766011.0,24807023952.0
+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,753.513.375.000,123.147.885.500,753513375000.0,123147885500.0
+ Trả cổ tức bằng cổ phiếu,+ Trả cổ tức bằng cổ phiếu,+ Trả cổ tức bằng cổ phiếu,-,585.138.540.000,,585138540000.0
- Tạm phân phối lợi nhuận năm này,- Tạm phân phối lợi nhuận năm này,- Tạm phân phối lợi nhuận năm này,150.702.675.000,150.702.675.000,150702675000.0,150702675000.0
+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,150.702.675.000,150.702.675.000,150702675000.0,150702675000.0
Lợi nhuận sau thuế chưa phân phối cuối năm,Lợi nhuận sau thuế chưa phân phối cuối năm,Lợi nhuận sau thuế chưa phân phối cuối năm,2.910.347.514.747,2.813.256.672.633,2910347514747.0,2813256672633.0
