row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 > VND,01/01/2019 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.152.924.121.173,3.150.022.692.004,,,4152924121173.0,3150022692004.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,567.652.456.496,701.280.173.355,,4.0,567652456496.0,701280173355.0
111,111,111,1. Tiền,,133.878.509.747,137.553.458.977,,,133878509747.0,137553458977.0
112,112,112,2. Các khoản tương đương tiền,,433.773.946.749,563.726.714.378,,,433773946749.0,563726714378.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,180.000.000.000,90.000.000.000,,5.0,180000000000.0,90000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,180.000.000.000,90.000.000.000,,,180000000000.0,90000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.851.439.409.142,1.551.785.450.653,,,1851439409142.0,1551785450653.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,1.205.919.182.905,1.032.394.818.863,,6.0,1205919182905.0,1032394818863.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,418.385.002.594,399.630.701.745,,7.0,418385002594.0,399630701745.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,2.000.000.000,1.655.000.000,,8.0,2000000000.0,1655000000.0
136,136,136,4. Phải thu ngắn hạn khác,9,228.967.459.328,121.337.165.730,,9.0,228967459328.0,121337165730.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(3.832.235.685),(3.232.235.685),,,-3832235685.0,-3232235685.0
140,140,140,IV. Hàng tồn kho,10,1.434.021.805.904,759.475.370.567,,10.0,1434021805904.0,759475370567.0
141,141,141,1. Hàng tồn kho,,1.437.407.604.655,759.475.370.567,,,1437407604655.0,759475370567.0
,,,- Hàng mua đang đi đường,,2.327.284.077,7.473.091.584,,,2327284077.0,7473091584.0
,,,"- Nguyên liệu, vật liệu",,182.407.539.961,140.455.430.831,,,182407539961.0,140455430831.0
,,,"- Công cụ, dụng cụ",,1.732.988.149,710.959.991,,,1732988149.0,710959991.0
,,,- Chi phí sản xuất kinh doanh dở dang,,1.217.101.489.013,478.959.525.897,,,1217101489013.0,478959525897.0
,,,- Thành phẩm,,32.565.886.235,131.451.516.338,,,32565886235.0,131451516338.0
,,,- Hàng hóa (không bao gồm hàng hóa BĐS),,1.272.417.220,424.845.926,,,1272417220.0,424845926.0
,,,- Hàng gửi đi bán,,-,-,,,,
,,,- Hàng hoá kho bảo thuế,,-,-,,,,
,,,- Thành phẩm bất động sản,,-,-,,,,
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(3.385.798.751),-,,,-3385798751.0,
150,150,150,V. Tài sản ngắn hạn khác,,119.810.449.631,47.481.697.429,,,119810449631.0,47481697429.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,2.797.960.404,3.435.757.372,,15.0,2797960404.0,3435757372.0
152,152,152,2. Thuế GTGT được khấu trừ,,116.554.207.325,44.044.807.296,,,116554207325.0,44044807296.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,458.281.902,1.132.761,,20.0,458281902.0,1132761.0
