row_label_raw,row_label_full,-,Dự phòng bảo hành sản phẩm hàng hóa,1.581.876.356,2.832.417.263,numeric__Dự phòng bảo hành sản phẩm hàng hóa,numeric__1.581.876.356,numeric__2.832.417.263
-,-,-,Dự phòng bảo hành công trình xây dựng,7.261.678.713,7.261.678.713,,7261678713.0,7261678713.0
,,,,8.843.555.069,10.094.095.976,,8843555069.0,10094095976.0
