row_label_raw,row_label_full,col_0,31/12/2019 > Giá trịVND,31/12/2019 > Dự phòngVND,01/01/2019 > Giá trịVND,01/01/2019 > Dự phòngVND,numeric__31/12/2019 > Giá trịVND,numeric__31/12/2019 > Dự phòngVND,numeric__01/01/2019 > Giá trịVND,numeric__01/01/2019 > Dự phòngVND
Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Máy và Thiết bịCông nghiệp (MIE),Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Máy và Thiết bịCông nghiệp (MIE),- Công ty Máy và Thiết bịCông nghiệp (MIE),-,-,24.222.309.650,-,,,24222309650.0,
- Dongfang ElectricInternationalCoroporation,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Dongfang ElectricInternationalCoroporation,- Dongfang ElectricInternationalCoroporation,-,-,53.461.137.239,-,,,53461137239.0,
- Công ty Cổ phần GiaLộc Phát,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần GiaLộc Phát,- Công ty Cổ phần GiaLộc Phát,52.772.229.629,-,10.701.432.000,-,52772229629.0,,10701432000.0,
- Công ty Cổ phần ứngdụng và Phát triển Côngnghệ Thông tin (AIT),Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần ứngdụng và Phát triển Côngnghệ Thông tin (AIT),- Công ty Cổ phần ứngdụng và Phát triển Côngnghệ Thông tin (AIT),-,-,18.167.388.185,-,,,18167388185.0,
- Công ty TNHH Đầu tưTonkin Việt Nam,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Đầu tưTonkin Việt Nam,- Công ty TNHH Đầu tưTonkin Việt Nam,26.401.518.000,-,,-,26401518000.0,,,
- ABB High VoltageSwitchgeat (Xiamen),Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - ABB High VoltageSwitchgeat (Xiamen),- ABB High VoltageSwitchgeat (Xiamen),8.055.605.000,-,,-,8055605000.0,,,
- PT CG Power SystemsIndonesia,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - PT CG Power SystemsIndonesia,- PT CG Power SystemsIndonesia,10.032.118.688,-,,-,10032118688.0,,,
- Các khoản trả trước chongười bán khác,Trả trước cho người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Các khoản trả trước chongười bán khác,- Các khoản trả trước chongười bán khác,321.123.531.277,-,293.078.434.671,-,321123531277.0,,293078434671.0,
,,,418.385.002.594,-,399.630.701.745,-,418385002594.0,,399630701745.0,
