row_label_raw,row_label_full,- Dự án kinh doanh bất động sản,525.008.713.941,124.319.171.907,numeric__525.008.713.941,numeric__124.319.171.907
- Khu nhà ở thấp tầng Dự án trung tâm Thương mại và Nhà ở Mỹ Đình - Mỹ Đình Plaza,- Khu nhà ở thấp tầng Dự án trung tâm Thương mại và Nhà ở Mỹ Đình - Mỹ Đình Plaza,- Khu nhà ở thấp tầng Dự án trung tâm Thương mại và Nhà ở Mỹ Đình - Mỹ Đình Plaza,-,23.694.214.895,,23694214895.0
- Dự án PCC1 Thanh Xuân (*),- Dự án PCC1 Thanh Xuân (*),- Dự án PCC1 Thanh Xuân (*),502.611.615.175,100.007.558.648,502611615175.0,100007558648.0
- Dự án khác,- Dự án khác,- Dự án khác,11.857.147.828,617.398.364,11857147828.0,617398364.0
- Hoạt động xây lắp,- Hoạt động xây lắp,- Hoạt động xây lắp,429.830.478.898,317.951.645.286,429830478898.0,317951645286.0
- Gói 4 Xây lắp ĐZ từ điểm đầu đến G7 - Dự án ĐZ 500 kV Sông Hậu - Đức Hòa,- Gói 4 Xây lắp ĐZ từ điểm đầu đến G7 - Dự án ĐZ 500 kV Sông Hậu - Đức Hòa,- Gói 4 Xây lắp ĐZ từ điểm đầu đến G7 - Dự án ĐZ 500 kV Sông Hậu - Đức Hòa,15.221.733.618,8.553.124.400,15221733618.0,8553124400.0
- Gói 9 lô 9.8 VT54-01 VT61-01 và lô 9.11 VT80-2 VT91-01 Xây lắp DA ĐZ500kV Quảng Trạch - Đốc Sỏi,- Gói 9 lô 9.8 VT54-01 VT61-01 và lô 9.11 VT80-2 VT91-01 Xây lắp DA ĐZ500kV Quảng Trạch - Đốc Sỏi,- Gói 9 lô 9.8 VT54-01 VT61-01 và lô 9.11 VT80-2 VT91-01 Xây lắp DA ĐZ500kV Quảng Trạch - Đốc Sỏi,22.504.769.836,811.024.699,22504769836.0,811024699.0
- Gói 12 lô 12.1 Xây dựng và lắp đặt trạm DA TBA 500kV Chơn Thành và dấu nối,- Gói 12 lô 12.1 Xây dựng và lắp đặt trạm DA TBA 500kV Chơn Thành và dấu nối,- Gói 12 lô 12.1 Xây dựng và lắp đặt trạm DA TBA 500kV Chơn Thành và dấu nối,15.189.994.098,1.100.000,15189994098.0,1100000.0
- Lô 4.1 XL CCCT Cải tạo và nâng cấp ĐZ 220kV Long An - Cai Lấy 2 (Phó Lâm - Cai Lậy 2),- Lô 4.1 XL CCCT Cải tạo và nâng cấp ĐZ 220kV Long An - Cai Lấy 2 (Phó Lâm - Cai Lậy 2),- Lô 4.1 XL CCCT Cải tạo và nâng cấp ĐZ 220kV Long An - Cai Lấy 2 (Phó Lâm - Cai Lậy 2),-,10.568.822.003,,10568822003.0
Gói 04 EPC dự án nhà máy điện mặt trời Phước Thái 1 PV,Gói 04 EPC dự án nhà máy điện mặt trời Phước Thái 1 PV,Gói 04 EPC dự án nhà máy điện mặt trời Phước Thái 1 PV,13.779.199.055,-,13779199055.0,
- Gói TCXD ĐZ và TBA 110kV Dùng chung dấu nối cụm thủy điện Nam Trà My vào Hệ thống điện quốc gia,- Gói TCXD ĐZ và TBA 110kV Dùng chung dấu nối cụm thủy điện Nam Trà My vào Hệ thống điện quốc gia,- Gói TCXD ĐZ và TBA 110kV Dùng chung dấu nối cụm thủy điện Nam Trà My vào Hệ thống điện quốc gia,46.362.319.656,-,46362319656.0,
- TVKS TVTK TVĐBGPMB CCTB LĐ TN TCXD TBA 110kV và ĐZĐN nhà máy điện mặt trời GAIA,- TVKS TVTK TVĐBGPMB CCTB LĐ TN TCXD TBA 110kV và ĐZĐN nhà máy điện mặt trời GAIA,- TVKS TVTK TVĐBGPMB CCTB LĐ TN TCXD TBA 110kV và ĐZĐN nhà máy điện mặt trời GAIA,25.769.403.317,16.176.275,25769403317.0,16176275.0
- Gói DMS-10 TK CC LĐ TN trạm và ĐZ 110kV thuộc dự án Nhà máy điện mặt trời Đa Mi,- Gói DMS-10 TK CC LĐ TN trạm và ĐZ 110kV thuộc dự án Nhà máy điện mặt trời Đa Mi,- Gói DMS-10 TK CC LĐ TN trạm và ĐZ 110kV thuộc dự án Nhà máy điện mặt trời Đa Mi,8.029.639.969,19.112.932.602,8029639969.0,19112932602.0
- Gói 6 Xây lắp trạm - Dự án Trạm biến áp 220 kV Quỳnh Lưu,- Gói 6 Xây lắp trạm - Dự án Trạm biến áp 220 kV Quỳnh Lưu,- Gói 6 Xây lắp trạm - Dự án Trạm biến áp 220 kV Quỳnh Lưu,33.271.902,15.322.260.004,33271902.0,15322260004.0
- Gói thầu CP-3 Cấp điện thuộc dự án Phát triển cơ sở hạ tầng khu Công nghệ cao Hòa Lạc,- Gói thầu CP-3 Cấp điện thuộc dự án Phát triển cơ sở hạ tầng khu Công nghệ cao Hòa Lạc,- Gói thầu CP-3 Cấp điện thuộc dự án Phát triển cơ sở hạ tầng khu Công nghệ cao Hòa Lạc,5.111.471.777,14.052.019.605,5111471777.0,14052019605.0
"- Gói NPC-110/QX-G01 KS TK CCVT và TCDA ĐZ và TBA 110kV Quảng Xương, tỉnh Thanh Hóa","- Gói NPC-110/QX-G01 KS TK CCVT và TCDA ĐZ và TBA 110kV Quảng Xương, tỉnh Thanh Hóa","- Gói NPC-110/QX-G01 KS TK CCVT và TCDA ĐZ và TBA 110kV Quảng Xương, tỉnh Thanh Hóa",392.007.851,25.489.331.186,392007851.0,25489331186.0
- ĐZ và TBA NM phát điện NL mặt trời quang điện Phước Ninh-Thuận Nam-Ninh Thuận DA BIM 250MW Bắc Nam,- ĐZ và TBA NM phát điện NL mặt trời quang điện Phước Ninh-Thuận Nam-Ninh Thuận DA BIM 250MW Bắc Nam,- ĐZ và TBA NM phát điện NL mặt trời quang điện Phước Ninh-Thuận Nam-Ninh Thuận DA BIM 250MW Bắc Nam,-,14.597.088.872,,14597088872.0
"- Gói CPC-TTNTrang-PC01: CC VTTB, TCXD, TNHC ĐZ110kV ĐZ22kV dấu nối TBA110kV trung tâm Nha Trang","- Gói CPC-TTNTrang-PC01: CC VTTB, TCXD, TNHC ĐZ110kV ĐZ22kV dấu nối TBA110kV trung tâm Nha Trang","- Gói CPC-TTNTrang-PC01: CC VTTB, TCXD, TNHC ĐZ110kV ĐZ22kV dấu nối TBA110kV trung tâm Nha Trang",20.735.892.620,-,20735892620.0,
