row_label_raw,row_label_full,col_0,Địa chỉ,31/12/2019 > Tỷ lệ lợi ích / Quyền biểu quyết,31/12/2019 > Tỷ lệ theo cam kết góp,31/12/2019 > Giá trị ghi số theo phương pháp Vốn chủ sở hữu,01/01/2019 > Tỷ lệ lợi ích / Quyền biểu quyết,01/01/2019 > Tỷ lệ theo cam kết góp,01/01/2019 > Giá trị ghi số theo phương pháp Vốn chủ sở hữu,numeric__Địa chỉ,numeric__31/12/2019 > Tỷ lệ lợi ích / Quyền biểu quyết,numeric__31/12/2019 > Tỷ lệ theo cam kết góp,numeric__31/12/2019 > Giá trị ghi số theo phương pháp Vốn chủ sở hữu,numeric__01/01/2019 > Tỷ lệ lợi ích / Quyền biểu quyết,numeric__01/01/2019 > Tỷ lệ theo cam kết góp,numeric__01/01/2019 > Giá trị ghi số theo phương pháp Vốn chủ sở hữu
,,,Địa chỉ,,,VND,,,VND,,,,,,,
- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,- Công ty Cổ phần Gang thép Cao Bằng,Cao Bằng,"25,09%","25,09%",22.802.342.998,"25,09%","25,09%",56.257.300.942,,0.2509,0.2509,22802342998.0,0.2509,0.2509,56257300942.0
- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,- Công ty Cổ phần Khoáng sản Tấn Phát,Cao Bằng,"33,92%","27,13%",37.530.395.122,"33,92%","27,13%",37.430.000.000,,0.3392,0.2713,37530395122.0,0.3392,0.2713,37430000000.0
,,,,,,60.332.738.120,,,93.687.300.942,,,,60332738120.0,,,93687300942.0
