row_label_raw,row_label_full,col_0,31/12/2019 > Giá trịVND,31/12/2019 > Dự phòngVND,01/01/2019 > Giá trịVND,01/01/2019 > Dự phòngVND,numeric__31/12/2019 > Giá trịVND,numeric__31/12/2019 > Dự phòngVND,numeric__01/01/2019 > Giá trịVND,numeric__01/01/2019 > Dự phòngVND
"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn",,,,
- Ban Quản lý dự án các Công trình Điện Miền Bắc,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các Công trình Điện Miền Bắc",- Ban Quản lý dự án các Công trình Điện Miền Bắc,32.773.812.064,-,56.221.017.035,-,32773812064.0,,56221017035.0,
- Ban Quản lý dự án các Công trình Điện Miền Nam,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các Công trình Điện Miền Nam",- Ban Quản lý dự án các Công trình Điện Miền Nam,81.446.002.298,-,29.982.604.929,-,81446002298.0,,29982604929.0,
- Ban Quản lý dự án các Công trình Điện Miền Trung,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các Công trình Điện Miền Trung",- Ban Quản lý dự án các Công trình Điện Miền Trung,274.825.881.883,-,44.794.365.181,-,274825881883.0,,44794365181.0,
- Ban QLDA Phát triển Điện lực Hà Nội - Tổng Công ty Điện Lực TP Hà Nội,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban QLDA Phát triển Điện lực Hà Nội - Tổng Công ty Điện Lực TP Hà Nội",- Ban QLDA Phát triển Điện lực Hà Nội - Tổng Công ty Điện Lực TP Hà Nội,87.418.017.037,-,18.340.834.874,-,87418017037.0,,18340834874.0,
- Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh",- Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,42.571.438.604,-,51.725.068.436,-,42571438604.0,,51725068436.0,
- Tổng Công ty Điện lực Miền Bắc,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Tổng Công ty Điện lực Miền Bắc",- Tổng Công ty Điện lực Miền Bắc,44.220.364.882,-,51.904.875.521,-,44220364882.0,,51904875521.0,
- Tổng Công ty Điện lực Thành phố Hà Nội,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Tổng Công ty Điện lực Thành phố Hà Nội",- Tổng Công ty Điện lực Thành phố Hà Nội,6.476.054.545,-,66.433.701.404,-,6476054545.0,,66433701404.0,
- Công ty Cổ phần Kỹ thuật Cơ điện và Đầu tư Hạ tầng,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Kỹ thuật Cơ điện và Đầu tư Hạ tầng",- Công ty Cổ phần Kỹ thuật Cơ điện và Đầu tư Hạ tầng,28.565.770.592,-,35.565.770.592,-,28565770592.0,,35565770592.0,
- Công ty cổ phần năng lượng Hanwha - BCG Băng Dương,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty cổ phần năng lượng Hanwha - BCG Băng Dương",- Công ty cổ phần năng lượng Hanwha - BCG Băng Dương,128.664.493.503,-,-,-,128664493503.0,,,
- Các khoản phải thu khách hàng khác,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác",- Các khoản phải thu khách hàng khác,478.957.347.497,(1.262.047.795),677.426.580.891,(662.047.795),478957347497.0,-1262047795.0,677426580891.0,-662047795.0
,,,1.205.919.182.905,(1.262.047.795),1.032.394.818.863,(662.047.795),1205919182905.0,-1262047795.0,1032394818863.0,-662047795.0
b) Phải thu khách hàng là các bên liên quan,b) Phải thu khách hàng là các bên liên quan,b) Phải thu khách hàng là các bên liên quan,b) Phải thu khách hàng là các bên liên quan,b) Phải thu khách hàng là các bên liên quan,b) Phải thu khách hàng là các bên liên quan,b) Phải thu khách hàng là các bên liên quan,,,,
