row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,01/01/2019,01/01/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__01/01/2019,numeric__01/01/2019_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,567.652.456.496,-,701.280.173.355,-,567652456496.0,,701280173355.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.443.182.215.733,(3.832.235.685),1.162.027.558.093,(3.232.235.685),1443182215733.0,-3832235685.0,1162027558093.0,-3232235685.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,182.000.000.000,-,91.655.000.000,-,182000000000.0,,91655000000.0,
,,,2.192.834.672.229,(3.832.235.685),1.954.962.731.448,(3.232.235.685),2192834672229.0,-3832235685.0,1954962731448.0,-3232235685.0
,,,,,Giá trị sổ kế toán,Giá trị sổ kế toán,,,,
,,,,,31/12/2019VND,01/01/2019VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,3.046.802.970.453,1.969.746.776.706,,,3046802970453.0,1969746776706.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,910.818.230.088,814.666.507.310,,,910818230088.0,814666507310.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,118.503.097.752,139.453.399.280,,,118503097752.0,139453399280.0
,,,,,4.076.124.298.293,2.923.866.683.296,,,4076124298293.0,2923866683296.0
