row_label_raw,row_label_full,col_0,col_1,31/12/2019 > Giá trịVND,31/12/2019 > Số có khả năngtrả ngVND,01/01/2019 > Giá trịVND,01/01/2019 > Số có khả năng trảngVND,numeric__col_1,numeric__31/12/2019 > Giá trịVND,numeric__31/12/2019 > Số có khả năngtrả ngVND,numeric__01/01/2019 > Giá trịVND,numeric__01/01/2019 > Số có khả năng trảngVND
Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,,
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty Cổ phần SôngĐà 5,10.757.394.773,10.757.394.773,23.721.431.636,23.721.431.636,,10757394773.0,10757394773.0,23721431636.0,23721431636.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty Cổ phần SôngĐà 4,33.490.671.128,33.490.671.128,3.158.631.840,3.158.631.840,,33490671128.0,33490671128.0,3158631840.0,3158631840.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty Cổ phần Đầu tưXây dựng Ricons,2.918.014.671,2.918.014.671,70.200.323.350,70.200.323.350,,2918014671.0,2918014671.0,70200323350.0,70200323350.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty TNHH TM ĐứcGiang,8.731.757.962,8.731.757.962,50.508.018.610,50.508.018.610,,8731757962.0,8731757962.0,50508018610.0,50508018610.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Tổng Công ty Máy vàThiết bị Công nghiệp-CTCP,11.952.117.110,11.952.117.110,26.812.839.068,26.812.839.068,,11952117110.0,11952117110.0,26812839068.0,26812839068.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Công ty Cổ phần Kết cấuthép và Thiết bị Nâng hạHoàng Anh,5.620.497.074,5.620.497.074,24.347.766.330,24.347.766.330,,5620497074.0,5620497074.0,24347766330.0,24347766330.0
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,"ZHEJIANG WANMACO.,LTD",54.563.252.196,54.563.252.196,-,-,,54563252196.0,54563252196.0,,
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Cty CP Thương Mại vàKỹ Thuật Năng LượngViệt Nam,41.982.640.883,41.982.640.883,-,-,,41982640883.0,41982640883.0,,
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Dongfang ElectricInternationalCoroporation,34.887.527.299,34.887.527.299,-,-,,34887527299.0,34887527299.0,,
-,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > -,-,Phải trả các đối tượng,620.719.218.846,620.719.218.846,559.621.191.709,559.621.191.709,,620719218846.0,620719218846.0,559621191709.0,559621191709.0
,,,,825.623.091.942,825.623.091.942,758.370.202.543,758.370.202.543,,825623091942.0,825623091942.0,758370202543.0,758370202543.0
