row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,931.998.898.694,748.808.477.220,,,931998898694.0,748808477220.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,22,931.998.898.694,748.808.477.220,,22.0,931998898694.0,748808477220.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,23,557.246.476.007,371.719.402.706,,23.0,557246476007.0,371719402706.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,374.752.422.687,377.089.074.514,,,374752422687.0,377089074514.0
21,21,21,Doanh thu hoạt động tài chính,24,171.462.138.343,97.284.887.684,,24.0,171462138343.0,97284887684.0
22,22,22,Chi phí tài chính,25,196.916.380.019,161.710.336.099,,25.0,196916380019.0,161710336099.0
23,23,23,- Trong đó: Chi phí lãi vay,25,191.499.694.983,153.733.601.190,,25.0,191499694983.0,153733601190.0
25,25,25,Chi phí bán hàng,,1.202.335.753,624.900.198,,,1202335753.0,624900198.0
26,26,26,Chi phí quản lý doanh nghiệp,26,93.061.233.164,91.254.315.087,,26.0,93061233164.0,91254315087.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,255.034.612.094,220.784.410.814,,,255034612094.0,220784410814.0
31,31,31,Thu nhập khác,,3.375.750.586,994.167.555,,,3375750586.0,994167555.0
32,32,32,Chi phí khác,,141.630.237,471.430.346,,,141630237.0,471430346.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),,3.234.120.349,522.737.209,,,3234120349.0,522737209.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,258.268.732.443,221.307.148.023,,,258268732443.0,221307148023.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",27,4.367.442.900,4.056.742.103,,27.0,4367442900.0,4056742103.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51),,253.901.289.543,217.250.405.920,,,253901289543.0,217250405920.0
