row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,2.085.941.337.931,2.209.126.396.802,,,2085941337931.0,2209126396802.0
310,310,310,Nợ ngắn hạn,,536.578.034.448,539.080.423.721,,,536578034448.0,539080423721.0
311,311,311,Phải trả người bán ngắn hạn,13,81.115.479.429,16.846.619.837,,13.0,81115479429.0,16846619837.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.967.926.670,1.270.400.000,,,1967926670.0,1270400000.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14,22.621.636.098,6.748.006.278,,14.0,22621636098.0,6748006278.0
314,314,314,Phải trả người lao động,,-,7.182.217,,,,7182217.0
315,315,315,Chi phí phải trả ngắn hạn,15,9.563.993.853,4.993.911.728,,15.0,9563993853.0,4993911728.0
319,319,319,Phải trả ngắn hạn khác,16,5.983.284.423,121.811.458.185,,16.0,5983284423.0,121811458185.0
320,320,320,Vay ngắn hạn,17(a),400.552.621.053,371.935.322.960,,,400552621053.0,371935322960.0
322,322,322,"Quỹ khen thưởng, phúc lợi",18,14.773.092.922,15.467.522.516,,18.0,14773092922.0,15467522516.0
330,330,330,Nợ dài hạn,,1.549.363.303.483,1.670.045.973.081,,,1549363303483.0,1670045973081.0
338,338,338,Vay dài hạn,17(b),1.546.086.002.220,1.666.461.456.661,,,1546086002220.0,1666461456661.0
342,342,342,Dự phòng phải trả dài hạn,,2.994.424.750,2.994.424.750,,,2994424750.0,2994424750.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,282.876.513,590.091.670,,,282876513.0,590091670.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.087.134.327.997,2.338.998.683.671,,,3087134327997.0,2338998683671.0
410,410,410,Vốn chủ sở hữu,,3.087.134.327.997,2.338.998.683.671,,,3087134327997.0,2338998683671.0
411,411,411,Vốn góp của chủ sở hữu,"19, 20",2.711.751.880.000,2.038.916.770.000,,,2711751880000.0,2038916770000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.711.751.880.000,2.038.916.770.000,,,2711751880000.0,2038916770000.0
412,412,412,Thặng dư vốn cổ phần,20,38.206.262.153,38.672.862.153,,20.0,38206262153.0,38672862153.0
418,418,418,Quỹ đầu tư phát triển,20,43.211.135.161,35.594.096.475,,20.0,43211135161.0,35594096475.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",20,293.965.050.683,225.814.955.043,,20.0,293965050683.0,225814955043.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,62.709.035.043,32.013.494.071,,,62709035043.0,32013494071.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,231.256.015.640,193.801.460.972,,,231256015640.0,193801460972.0
440,440,440,TỔNG NGUỒN VỐN,,5.173.075.665.928,4.548.125.080.473,,,5173075665928.0,4548125080473.0
