row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm,Năm nay VND > 23.514.393.063 > 37.564.641.572,Năm trước VND > 22.066.438.349 > 21.189.988.507,numeric__Năm nay VND > 23.514.393.063 > 37.564.641.572,numeric__Năm trước VND > 22.066.438.349 > 21.189.988.507
Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,637.343.575,570.203.341,637343575.0,570203341.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(30.245.156.623),(20.312.237.134),-30245156623.0,-20312237134.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,31.471.221.587,23.514.393.063,31471221587.0,23514393063.0
