row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,"Phương tiệnvận tải, truyền đầNVND",Thiết bịquản lýVND,KhácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,"numeric__Phương tiệnvận tải, truyền đầNVND",numeric__Thiết bịquản lýVND,numeric__KhácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày đầu năm,Nguyên giá > Tại ngày đầu năm,Tại ngày đầu năm,1.045.987.830.102,1.755.579.994.687,208.967.593.163,39.725.158.434,41.305.069.351,3.091.565.645.737,1045987830102.0,1755579994687.0,208967593163.0,39725158434.0,41305069351.0,3091565645737.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,2.233.570.990,8.325.713.785,1.854.275.603,280.000.000,1.259.975.193,13.953.535.571,2233570990.0,8325713785.0,1854275603.0,280000000.0,1259975193.0,13953535571.0
Chuyển từ chi phí xây dựng cơbản dở dang (Thuyết minh 11),Nguyên giá > Chuyển từ chi phí xây dựng cơbản dở dang (Thuyết minh 11),Chuyển từ chi phí xây dựng cơbản dở dang (Thuyết minh 11),-,-,-,-,702.033.066,702.033.066,,,,,702033066.0,702033066.0
Chuyển từ hàng tồn kho,Nguyên giá > Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,-,488.651.465,-,-,-,488.651.465,,488651465.0,,,,488651465.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(168.084.740),-,(290.882.599),-,(458.967.339),,-168084740.0,,-290882599.0,,-458967339.0
Tại ngày cuối năm,Nguyên giá > Tại ngày cuối năm,Tại ngày cuối năm,1.048.221.401.092,1.764.226.275.197,210.821.868.766,39.714.275.835,43.267.077.610,3.106.250.898.500,1048221401092.0,1764226275197.0,210821868766.0,39714275835.0,43267077610.0,3106250898500.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,,
Tại ngày đầu năm,Khấu hao lũy kế > Tại ngày đầu năm,Tại ngày đầu năm,231.224.968.632,216.677.964.283,62.405.051.496,8.854.403.381,10.772.350.159,529.934.737.951,231224968632.0,216677964283.0,62405051496.0,8854403381.0,10772350159.0,529934737951.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,50.844.347.215,97.830.566.834,11.955.793.845,7.427.865.012,4.538.954.977,172.597.527.883,50844347215.0,97830566834.0,11955793845.0,7427865012.0,4538954977.0,172597527883.0
Thanh lý,Khấu hao lũy kế > Thanh lý,Thanh lý,-,(156.084.740),-,(143.988.819),-,(300.073.559),,-156084740.0,,-143988819.0,,-300073559.0
Tại ngày cuối năm,Khấu hao lũy kế > Tại ngày cuối năm,Tại ngày cuối năm,282.069.315.847,314.352.446.377,74.360.845.341,16.138.279.574,15.311.305.136,702.232.192.275,282069315847.0,314352446377.0,74360845341.0,16138279574.0,15311305136.0,702232192275.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,814.762.861.470,1.538.902.030.404,146.562.541.667,30.870.755.053,30.532.719.192,2.561.630.907.786,814762861470.0,1538902030404.0,146562541667.0,30870755053.0,30532719192.0,2561630907786.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,766.152.085.245,1.449.873.828.820,136.461.023.425,23.575.996.261,27.955.772.474,2.404.018.706.225,766152085245.0,1449873828820.0,136461023425.0,23575996261.0,27955772474.0,2404018706225.0
