row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,764.577.373.466,642.524.860.464,,,764577373466.0,642524860464.0
110,110,110,Tiền và các khoản tương đương tiền,3,21.873.265.553,78.705.218.186,,3.0,21873265553.0,78705218186.0
111,111,111,Tiền,,21.873.265.553,21.705.218.186,,,21873265553.0,21705218186.0
112,112,112,Các khoản tương đương tiền,,-,57.000.000.000,,,,57000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,635.021.043.285,309.833.249.928,,,635021043285.0,309833249928.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,179.441.737.611,102.559.633.365,,4.0,179441737611.0,102559633365.0
132,132,132,Trả trước cho người bán ngắn hạn,5,2.197.573.488,25.266.691.276,,5.0,2197573488.0,25266691276.0
135,135,135,Phải thu về cho vay ngắn hạn,6,69.200.397.839,130.200.000.000,,6.0,69200397839.0,130200000000.0
136,136,136,Phải thu ngắn hạn khác,7(a),384.181.334.347,51.806.925.287,,,384181334347.0,51806925287.0
140,140,140,Hàng tồn kho,,102.835.030.993,228.892.255.271,,,102835030993.0,228892255271.0
141,141,141,Hàng tồn kho,8,102.835.030.993,228.892.255.271,,8.0,102835030993.0,228892255271.0
150,150,150,Tài sản ngắn hạn khác,,4.848.033.635,25.094.137.079,,,4848033635.0,25094137079.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),4.738.145.828,3.033.804.977,,,4738145828.0,3033804977.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",,-,22.060.332.102,,,,22060332102.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,109.887.807,-,,,109887807.0,
200,200,200,TÀI SẢN DÀI HẠN,,4.408.498.292.462,3.905.600.220.009,,,4408498292462.0,3905600220009.0
210,210,210,Các khoản phải thu dài hạn,,531.104.082,568.204.382,,,531104082.0,568204382.0
216,216,216,Phải thu dài hạn khác,7(b),1.259.387.882,1.259.387.882,,,1259387882.0,1259387882.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(728.283.800),(691.183.500),,,-728283800.0,-691183500.0
220,220,220,Tài sản cố định,,2.412.072.415.892,2.570.481.534.371,,,2412072415892.0,2570481534371.0
221,221,221,Tài sản cố định hữu hình,10(a),2.404.018.706.225,2.561.630.907.786,,,2404018706225.0,2561630907786.0
222,222,222,Nguyên giá,,3.106.250.898.500,3.091.565.645.737,,,3106250898500.0,3091565645737.0
223,223,223,Giá trị khấu hao lũy kế,,(702.232.192.275),(529.934.737.951),,,-702232192275.0,-529934737951.0
227,227,227,Tài sản cố định vô hình,10(b),8.053.709.667,8.850.626.585,,,8053709667.0,8850626585.0
228,228,228,Nguyên giá,,10.871.988.181,9.788.567.784,,,10871988181.0,9788567784.0
229,229,229,Giá trị khấu hao lũy kế,,(2.818.278.514),(937.941.199),,,-2818278514.0,-937941199.0
240,240,240,Tài sản dở dang dài hạn,,9.322.026.194,8.368.479.489,,,9322026194.0,8368479489.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,9.322.026.194,8.368.479.489,,11.0,9322026194.0,8368479489.0
250,250,250,Đầu tư tài chính dài hạn,,1.959.839.670.535,1.305.701.413.681,,,1959839670535.0,1305701413681.0
251,251,251,Đầu tư vào công ty con,12,1.966.425.276.909,1.307.965.896.909,,12.0,1966425276909.0,1307965896909.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,-,2.600.000.000,,,,2600000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,12,(6.585.606.374),(4.864.483.228),,12.0,-6585606374.0,-4864483228.0
260,260,260,Tài sản dài hạn khác,,26.733.075.759,20.480.588.086,,,26733075759.0,20480588086.0
261,261,261,Chi phí trả trước dài hạn,9(b),26.733.075.759,20.480.588.086,,,26733075759.0,20480588086.0
270,270,270,TỔNG TÀI SẢN,,5.173.075.665.928,4.548.125.080.473,,,5173075665928.0,4548125080473.0
