row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày đầu năm,Nguyên giá > Tại ngày đầu năm,Tại ngày đầu năm,3.868.178.000,5.703.650.600,216.739.184,9.788.567.784,3868178000.0,5703650600.0,216739184.0,9788567784.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,1.010.920.397,-,-,1.010.920.397,1010920397.0,,,1010920397.0
Chuyển từ chi phí xây dựng cơ bản đồ dang(Thuyết minh 11),Nguyên giá > Chuyển từ chi phí xây dựng cơ bản đồ dang(Thuyết minh 11),Chuyển từ chi phí xây dựng cơ bản đồ dang(Thuyết minh 11),-,72.500.000,-,72.500.000,,72500000.0,,72500000.0
Tại ngày cuối năm,Nguyên giá > Tại ngày cuối năm,Tại ngày cuối năm,4.879.098.397,5.776.150.600,216.739.184,10.871.988.181,4879098397.0,5776150600.0,216739184.0,10871988181.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,
Tại ngày đầu năm,Khấu hao lũy kế > Tại ngày đầu năm,Tại ngày đầu năm,364.545.009,408.085.782,165.310.408,937.941.199,364545009.0,408085782.0,165310408.0,937941199.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,81.025.084,1.786.429.067,12.883.164,1.880.337.315,81025084.0,1786429067.0,12883164.0,1880337315.0
Tại ngày cuối năm,Khấu hao lũy kế > Tại ngày cuối năm,Tại ngày cuối năm,445.570.093,2.194.514.849,178.193.572,2.818.278.514,445570093.0,2194514849.0,178193572.0,2818278514.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,3.503.632.991,5.295.564.818,51.428.776,8.850.626.585,3503632991.0,5295564818.0,51428776.0,8850626585.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,4.433.528.304,3.581.635.751,38.545.612,8.053.709.667,4433528304.0,3581635751.0,38545612.0,8053709667.0
