row_label_raw,row_label_full,col_0,Tại ngày đầu năm VND,Số phải nộp trong năm VND,Số đã thực nộp trong năm VND,Cán trừ trong năm VND,Tại ngày cuối năm VND,numeric__Tại ngày đầu năm VND,numeric__Số phải nộp trong năm VND,numeric__Số đã thực nộp trong năm VND,numeric__Cán trừ trong năm VND,numeric__Tại ngày cuối năm VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,1.350.736.157,103.459.542.249,(43.436.067.889),(47.432.169.562),13.942.040.955,1350736157.0,103459542249.0,-43436067889.0,-47432169562.0,13942040955.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,1.656.742.104,4.367.442.900,(1.956.742.104),-,4.067.442.900,1656742104.0,4367442900.0,-1956742104.0,,4067442900.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,1.424.084.014,17.826.721.142,(16.705.483.600),-,2.545.321.556,1424084014.0,17826721142.0,-16705483600.0,,2545321556.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.495.411.072,6.862.267.027,(7.115.206.774),-,1.242.471.325,1495411072.0,6862267027.0,-7115206774.0,,1242471325.0
Các loại thuế và phí khác,Các loại thuế và phí khác,Các loại thuế và phí khác,821.032.931,4.891.811.244,(4.888.484.813),-,824.359.362,821032931.0,4891811244.0,-4888484813.0,,824359362.0
,,,6.748.006.278,137.407.784.562,(74.101.985.180),(47.432.169.562),22.621.636.098,6748006278.0,137407784562.0,-74101985180.0,-47432169562.0,22621636098.0
