row_label_raw,row_label_full,col_0,col_1,Tại ngày đầu năm VND,Tăng VND,Giảm VND,Phân loại lại VND,Tại ngày cuối năm VND,numeric__col_1,numeric__Tại ngày đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Phân loại lại VND,numeric__Tại ngày cuối năm VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),290.400.442.960,282.085.337.185,(488.611.399.092),-,83.874.381.053,,290400442960.0,282085337185.0,-488611399092.0,,83874381053.0
Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 17(b)),Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 17(b)),Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 17(b)),Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 17(b)),15.000.000.000,-,(15.000.000.000),231.000.000.000,231.000.000.000,,15000000000.0,,-15000000000.0,231000000000.0,231000000000.0
Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 17(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 17(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 17(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 17(b)),66.400.000.000,-,(66.400.000.000),85.600.000.000,85.600.000.000,,66400000000.0,,-66400000000.0,85600000000.0,85600000000.0
Vay dài hạn khác đáo hạn trong vòng một năm,Vay dài hạn khác đáo hạn trong vòng một năm,Vay dài hạn khác đáo hạn trong vòng một năm,Vay dài hạn khác đáo hạn trong vòng một năm,134.880.000,-,(56.640.000),-,78.240.000,,134880000.0,,-56640000.0,,78240000.0
,,,,371.935.322.960,282.085.337.185,(570.068.039.092),316.600.000.000,400.552.621.053,,371935322960.0,282085337185.0,-570068039092.0,316600000000.0,400552621053.0
(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau:,,,,,,
,,,Số cuối năm VND,Mục đích vay,Kỳ hạn trả gốc,,Lãi suất,Tài sản thế chấp,,,,,,
"Ngân hàng Nông nghiệp và Phát triển Nông thôn (""Agribank"") – Chi nhánh Gia Lai","(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau: > Ngân hàng Nông nghiệp và Phát triển Nông thôn (""Agribank"") – Chi nhánh Gia Lai","Ngân hàng Nông nghiệp và Phát triển Nông thôn (""Agribank"") – Chi nhánh Gia Lai",69.419.340.570,Bổ sung nhu cầu vốn lưu động,Thời hạn cho vay tối đa 9 tháng kể từ ngày tiếp theo của ngày giải ngân đầu tiên,(i),Nguồn thu bán điện của nhà máy Phong Điền,Nguồn thu bán điện của nhà máy Phong Điền,69419340570.0,,,,,
"Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai","(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau: > Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai",11.609.677.963,Bổ sung nhu cầu vốn lưu động cho sản xuất điện,Thời hạn cho vay là 4 tháng kể từ ngày tiếp theo của ngày của ngày giải ngân theo từng giấy nhận no,(ii),Quyền sử dụng đất và tài sản gắn liền với đất và một số tài sản đang cảm cố cho khoản vay trung dài hạn tại ngân hàng Vietcombank (Thuyết minh 17(b(ii)),Quyền sử dụng đất và tài sản gắn liền với đất và một số tài sản đang cảm cố cho khoản vay trung dài hạn tại ngân hàng Vietcombank (Thuyết minh 17(b(ii)),11609677963.0,,,,,
"Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai","(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau: > Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai",2.845.362.520,Bổ sung nhu cầu vốn lưu động,Thời hạn cho vay là 11 tháng kể từ ngày tiếp theo của ngày của ngày giải ngân theo từng giấy nhận no,(ii),Quyền sử dụng đất và tài sản gắn liền với đất và một số tài sản đang cảm cố cho khoản vay trung dài hạn tại ngân hàng Vietcombank (Thuyết minh 17(b(ii)),Quyền sử dụng đất và tài sản gắn liền với đất và một số tài sản đang cảm cố cho khoản vay trung dài hạn tại ngân hàng Vietcombank (Thuyết minh 17(b(ii)),2845362520.0,,,,,
"Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai","(*) Chi tiết số dư cuối năm của các khoản vay ngân hàng ngắn hạn như sau: > Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") – Chi nhánh Gia Lai",83.874.381.053,,,,,,83874381053.0,,,,,
