row_label_raw,row_label_full,Công ty TNHH Một thành viên Tư vấn và Phát triểnNăng lượng Gia Lai,297.732.890,271.313.593,numeric__297.732.890,numeric__271.313.593
Công ty Cổ phần thủy điện Trường Phú,Công ty Cổ phần thủy điện Trường Phú,Công ty Cổ phần thủy điện Trường Phú,-,10.000.000.000,,10000000000.0
Công ty Cổ phần Biên Hòa - Thành Long,Công ty Cổ phần Biên Hòa - Thành Long,Công ty Cổ phần Biên Hòa - Thành Long,-,8.499.616.392,,8499616392.0
Công ty Cổ phần Điện Mặt trời TTC Đức Huệ -Long An,Công ty Cổ phần Điện Mặt trời TTC Đức Huệ -Long An,Công ty Cổ phần Điện Mặt trời TTC Đức Huệ -Long An,-,2.198.540.093,,2198540093.0
,,,297.732.890,20.969.470.078,297732890.0,20969470078.0
