row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán kế toán trước thuế,Lợi nhuận kế toán kế toán trước thuế,Lợi nhuận kế toán kế toán trước thuế,258.268.732.443,221.307.148.023,258268732443.0,221307148023.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,,,
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,4.534.788.248,4.537.484.261,4534788248.0,4537484261.0
Thu nhập không chịu thuế,Điều chỉnh: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(143.271.023.588),(77.118.456.000),-143271023588.0,-77118456000.0
Thu nhập chịu thuế ước tính,Điều chỉnh: > Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,119.532.497.103,148.726.176.284,119532497103.0,148726176284.0
Thuế tính ở thuế suất 20%,Điều chỉnh: > Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,2.304.250.170,2.675.880.149,2304250170.0,2675880149.0
Thuế tính ở thuế suất 10%,Điều chỉnh: > Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,10.801.124.626,13.534.677.553,10801124626.0,13534677553.0
Thuế được miễn hoặc giảm,Điều chỉnh: > Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(8.737.931.896),(12.153.815.599),-8737931896.0,-12153815599.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),4.367.442.900,4.056.742.103,4367442900.0,4056742103.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,,,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,4.367.442.900,4.056.742.103,4367442900.0,4056742103.0
Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,-,-,,
,,,4.367.442.900,4.056.742.103,4367442900.0,4056742103.0
