row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,20.727.520.671,19.904.670.599,,1.0,,20727520671.0,19904670599.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,20.727.520.671,19.904.670.599,,10.0,,20727520671.0,19904670599.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,13.518.923.930,12.069.063.957,,11.0,,13518923930.0,12069063957.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,7.208.596.741,7.835.606.642,,20.0,,7208596741.0,7835606642.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,74.867.430.886,89.148.607.028,,21.0,,74867430886.0,89148607028.0
7.,7.,7.,Chi phí tài chính,22,VI.4,5.392.690.595,(23.893.803.184),,22.0,,5392690595.0,-23893803184.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,17.253.377.283,13.908.965.689,,23.0,,17253377283.0,13908965689.0
8.,8.,8.,Chi phí bán hàng,25,,-,-,,25.0,,,
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,VI.5,32.215.106.894,35.997.899.072,,26.0,,32215106894.0,35997899072.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,44.468.230.138,84.880.117.782,,30.0,,44468230138.0,84880117782.0
11.,11.,11.,Thu nhập khác,31,,261.699.873,311.010.715,,31.0,,261699873.0,311010715.0
12.,12.,12.,Chi phí khác,32,VI.6,3.925.286.752,242.687.006,,32.0,,3925286752.0,242687006.0
13.,13.,13.,Lợi nhuận khác,40,,(3.663.586.879),68.323.709,,40.0,,-3663586879.0,68323709.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế,50,,40.804.643.259,84.948.441.491,,50.0,,40804643259.0,84948441491.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.10,7.509.560.783,9.523.184.038,,51.0,,7509560783.0,9523184038.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,33.295.082.476,75.425.257.453,,60.0,,33295082476.0,75425257453.0
