row_label_raw,row_label_full,Số đầu năm,Năm nay > 111.748.791.203,Năm trước > 155.630.221.662,numeric__Năm nay > 111.748.791.203,numeric__Năm trước > 155.630.221.662
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(11.860.686.688),(43.881.430.459),-11860686688.0,-43881430459.0
Số cuối năm,Số cuối năm,Số cuối năm,99.888.104.515,111.748.791.203,99888104515.0,111748791203.0
