row_label_raw,row_label_full,Họ tên > Nguyễn Ngọc MaiĐinh Quốc Hùng > Đỗ Văn Thọ > Ngô Thu Trang > Nguyễn Thị Thu Hương > Võ Đình Bảo,Chức vụ26/04/2024) > Thành viên HĐQT (từ 26/04/2024) > Thành viên độc lập HĐQT (từ 24/5/2023) > Thành viên độc lập HĐQT (từ 22/4/2025) > Trường BKS (đến 26/04/2024) > Trường BKS (từ 26/04/2024 đến 21/04/2025) > Trường BKS (từ 22/04/2025),Năm nay > 96.000.000 > 66.400.000 > - > 18.500.000 > 52.600.000,Năm trước > 32.666.667 > 48.000.000 > 11.500.000 > 24.500.000 > 18.000.000,numeric__Chức vụ26/04/2024) > Thành viên HĐQT (từ 26/04/2024) > Thành viên độc lập HĐQT (từ 24/5/2023) > Thành viên độc lập HĐQT (từ 22/4/2025) > Trường BKS (đến 26/04/2024) > Trường BKS (từ 26/04/2024 đến 21/04/2025) > Trường BKS (từ 22/04/2025),numeric__Năm nay > 96.000.000 > 66.400.000 > - > 18.500.000 > 52.600.000,numeric__Năm trước > 32.666.667 > 48.000.000 > 11.500.000 > 24.500.000 > 18.000.000
Nguyễn Thị Hồng AnhĐoàn Xuân Duy,Nguyễn Thị Hồng AnhĐoàn Xuân Duy,Nguyễn Thị Hồng AnhĐoàn Xuân Duy,Thành viên BKS,36.000.000,18.000.000,,36000000.0,18000000.0
Nguyễn Thị Hồng AnhĐoàn Xuân Duy,Nguyễn Thị Hồng AnhĐoàn Xuân Duy,Nguyễn Thị Hồng AnhĐoàn Xuân Duy,Thành viên BKS (từ 22/04/2025),24.900.000,-,,24900000.0,
Nguyễn Văn BảnLê Việt Cường,Nguyễn Văn BảnLê Việt Cường,Nguyễn Văn BảnLê Việt Cường,Tổng Giám đốc (đến 30/04/2025),517.651.460,1.580.954.380,,517651460.0,1580954380.0
Nguyễn Văn BảnLê Việt Cường,Nguyễn Văn BảnLê Việt Cường,Nguyễn Văn BảnLê Việt Cường,Kế toán trường,697.534.060,673.652.242,,697534060.0,673652242.0
Nguyễn Văn BảnLê Việt Cường,Nguyễn Văn BảnLê Việt Cường,Nguyễn Văn BảnLê Việt Cường,Tổng cộng,2.851.678.613,2.940.692.702,,2851678613.0,2940692702.0
