row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,3.642.312.645.717,3.609.017.563.241,,400.0,,3642312645717.0,3609017563241.0
I.,I.,I.,Vốn chủ sở hữu,410,V.12,3.642.312.645.717,3.609.017.563.241,,410.0,,3642312645717.0,3609017563241.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.399.330.340.000,3.399.330.340.000,,411.0,,3399330340000.0,3399330340000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.399.330.340.000,3.399.330.340.000,,,,3399330340000.0,3399330340000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,69.680.117.158,69.680.117.158,,412.0,,69680117158.0,69680117158.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,886.852.413,886.852.413,,418.0,,886852413.0,886852413.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,172.415.336.146,139.120.253.670,,421.0,,172415336146.0,139120253670.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,139.120.253.670,63.694.996.217,,,,139120253670.0,63694996217.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,33.295.082.476,75.425.257.453,,,,33295082476.0,75425257453.0
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,3.714.701.628.710,3.939.761.428.587,,440.0,,3714701628710.0,3939761428587.0
