row_label_raw,row_label_full,Phải thu khách hàng (Thuyết minh V.3),Số cuối năm > 10.689.815.776,Số đầu năm > 12.748.215.762,numeric__Số cuối năm > 10.689.815.776,numeric__Số đầu năm > 12.748.215.762
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,6.641.487.402,9.485.212.026,6641487402.0,9485212026.0
Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,948.256.100,551.350.800,948256100.0,551350800.0
Công ty Cổ phần Dược phẩm Benovas,Công ty Cổ phần Dược phẩm Benovas,Công ty Cổ phần Dược phẩm Benovas,1.549.824.840,1.806.881.028,1549824840.0,1806881028.0
Công ty Cổ phần Chế biến Thực phẩm Xuất khẩu Miền Tây,Công ty Cổ phần Chế biến Thực phẩm Xuất khẩu Miền Tây,Công ty Cổ phần Chế biến Thực phẩm Xuất khẩu Miền Tây,-,1.331.494,,1331494.0
Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,1.549.824.840,903.440.414,1549824840.0,903440414.0
Công ty Cổ phần Đầu tư JJK Holdings,Công ty Cổ phần Đầu tư JJK Holdings,Công ty Cổ phần Đầu tư JJK Holdings,422.594,-,422594.0,
