row_label_raw,row_label_full,Phải thu các bên liên quan (Xem thuyết minh VIII.1d),Số cuối năm > 10.689.815.776,Số đầu năm > 12.748.215.762,numeric__Số cuối năm > 10.689.815.776,numeric__Số đầu năm > 12.748.215.762
Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,-,8.172.042,,8172042.0
Cộng,Cộng,Cộng,10.689.815.776,12.756.387.804,10689815776.0,12756387804.0
