row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,2.739.234.557.861,(99.892.129.701),2.739.234.557.861,(111.748.791.203),2739234557861.0,-99892129701.0,2739234557861.0,-111748791203.0
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,840.152.620.901,-,840.152.620.901,-,840152620901.0,,840152620901.0,
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,656.566.946.960,-,656.566.946.960,-,656566946960.0,,656566946960.0,
Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,100.000.000.000,-,100.000.000.000,-,100000000000.0,,100000000000.0,
Công ty Cổ phần Đầu tư Bắt động sản F.I.T,Công ty Cổ phần Đầu tư Bắt động sản F.I.T,Công ty Cổ phần Đầu tư Bắt động sản F.I.T,964.904.990.000,(93.221.031.947),964.904.990.000,(103.924.236.328),964904990000.0,-93221031947.0,964904990000.0,-103924236328.0
Công ty Cổ phần FIT Consumer,Công ty Cổ phần FIT Consumer,Công ty Cổ phần FIT Consumer,177.610.000.000,(6.667.072.568),177.610.000.000,(7.824.554.875),177610000000.0,-6667072568.0,177610000000.0,-7824554875.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,400.000.000.000,-,-,-,400000000000.0,,,
Công ty Cổ phần Đầu tư Tây Đô Cửu Long,Công ty Cổ phần Đầu tư Tây Đô Cửu Long,Công ty Cổ phần Đầu tư Tây Đô Cửu Long,400.000.000.000,-,-,-,400000000000.0,,,
Cộng,Cộng,Cộng,3.139.234.557.861,(99.888.104.515),2.739.234.557.861,(111.748.791.203),3139234557861.0,-99888104515.0,2739234557861.0,-111748791203.0
