row_label_raw,row_label_full,Trong vòng 1 năm > Trong năm thứ 2,31/12/2020VND > 10.182.000.000 > 2.545.000.000,01/01/2020VND > 10.182.000.000,numeric__31/12/2020VND > 10.182.000.000 > 2.545.000.000,numeric__01/01/2020VND > 10.182.000.000
Cộng,Cộng,Cộng,12.727.000.000,20.364.000.000,12727000000.0,20364000000.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,10.182.000.000,10.182.000.000,10182000000.0,10182000000.0
Số còn phải trả sau 12 tháng,Số còn phải trả sau 12 tháng,Số còn phải trả sau 12 tháng,2.545.000.000,10.182.000.000,2545000000.0,10182000000.0
