row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2020VND,01/01/2020VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020VND,numeric__01/01/2020VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,220.213.373.118,283.145.411.883,300.0,,220213373118.0,283145411883.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,217.668.373.118,270.418.411.883,310.0,,217668373118.0,270418411883.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,,254.283.777,354.166.441,311.0,,254283777.0,354166441.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,11.189.845,251.272.903,312.0,,11189845.0,251272903.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,15,1.115.534.635,2.695.312.758,313.0,15.0,1115534635.0,2695312758.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,1.288.210.249,2.282.690.743,314.0,,1288210249.0,2282690743.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,14,5.726.475.169,6.389.080.763,315.0,14.0,5726475169.0,6389080763.0
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,126.283.994,113.332.560,318.0,,126283994.0,113332560.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,16,111.225.832.161,105.383.147.074,319.0,16.0,111225832161.0,105383147074.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,17,92.535.209.286,147.418.354.639,320.0,17.0,92535209286.0,147418354639.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,5.385.354.002,5.531.054.002,322.0,,5385354002.0,5531054002.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,2.545.000.000,12.727.000.000,330.0,,2545000000.0,12727000000.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,17,2.545.000.000,12.727.000.000,338.0,17.0,2545000000.0,12727000000.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,2.910.706.458.537,2.899.158.439.781,400.0,,2910706458537.0,2899158439781.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,18,2.910.706.458.537,2.899.158.439.781,410.0,18.0,2910706458537.0,2899158439781.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,2.547.302.470.000,2.547.302.470.000,411.0,,2547302470000.0,2547302470000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.547.302.470.000,2.547.302.470.000,,,2547302470000.0,2547302470000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,70.045.649.714,70.045.649.714,412.0,,70045649714.0,70045649714.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,886.852.413,886.852.413,418.0,,886852413.0,886852413.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,292.471.486.410,280.923.467.654,421.0,,292471486410.0,280923467654.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,280.923.467.654,260.004.652.925,,,280923467654.0,260004652925.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,11.548.018.756,20.918.814.729,,,11548018756.0,20918814729.0
TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,3.130.919.831.655,3.182.303.851.664,440.0,,3130919831655.0,3182303851664.0
