row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 4,
BÁO CÁO KIỀM TOÁN ĐỘC LẬP,BÁO CÁO KIỀM TOÁN ĐỘC LẬP,BÁO CÁO KIỀM TOÁN ĐỘC LẬP,5 - 6,
BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG,7 - 8,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH RIÊNG,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH RIÊNG,9,9.0
BÁO CÁO LUƯU CHUYÊN TIỀN TỆ RIÊNG,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNG > BÁO CÁO LUƯU CHUYÊN TIỀN TỆ RIÊNG,BÁO CÁO LUƯU CHUYÊN TIỀN TỆ RIÊNG,10,10.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,11 - 41,
