row_label_raw,row_label_full,STT,Bên liên quan,Mối quan hệ,numeric__Bên liên quan,numeric__Mối quan hệ
1,1,1,Công ty CP Đầu tư Dũng Tâm,Công ty mẹ,,
2,2,2,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt,Công ty con cấp 1,,
3,3,3,Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ (TSC),Công ty con cấp 1,,
4,4,4,Công ty CP Dược phẩm Cửu Long (DCL),Công ty con cấp 1,,
5,5,5,Công ty CP Đầu tư Bất động sản F.I.T,Công ty con cấp 1,,
6,6,6,Công ty CP Chế biến Thực phẩm xuất khẩu Miền Tây,Công ty con cấp 2,,
7,7,7,Công ty CP Hạt giống TSC,Công ty con cấp 2,,
8,8,8,Công ty CP FIT Consumer,Công ty con cấp 2,,
9,9,9,Công ty CP Giống Cây trồng Nông Tín,Công ty con cấp 2,,
10,10,10,"Công ty Liên doanh Sản xuất Kinh doanh, Xuất nhập khẩu Dược phẩm và Trang thiết bị y tế",Công ty con cấp 2,,
11,11,11,Công ty TNHH MTV Dược phẩm VPC-Sài Gòn,Công ty con cấp 2,,
12,12,12,Công ty CP Dược phẩm Benovas,Công ty con cấp 2,,
13,13,13,Công ty CP Thiết bị Y tế Benovas,Công ty con cấp 2,,
14,14,14,Công ty CP Thuốc Ung thư Benovas,Công ty con cấp 2,,
15,15,15,Công ty CP Westfood Hậu Giang,Công ty con cấp 3,,
16,16,16,Công ty CP FIT Cosmetics,Công ty liên kết,,
17,17,17,Công ty CP nước khoáng Khánh Hòa,Công ty liên kết,,
18,18,18,Công ty CP Mũi Dinh Ecopark,Công ty liên kết,,
19,19,19,Công ty CP Đầu tư KD,Công ty có liên quan với thành viên HĐQT,,
20,20,20,Công ty CP Phát triển Bất động sản DPV,Công ty có liên quan với thành viên HĐQT,,
21,21,21,Công ty CP Lương thực thực phẩm Safoco,Công ty có liên quan với thành viên HĐQT,,
22,22,22,Công ty CP Khu du lịch Champarama,Công ty có liên quan với thành viên HĐQT,,
23,23,23,Công ty CP Today Cosmetics,Công ty có liên quan với thành viên HĐQT,,
24,24,24,Công ty CP Đầu tư Bắc Thủ Đô,Công ty có liên quan với thành viên HĐQT,,
25,25,25,Công ty CP FCE Việt Nam,Công ty có liên quan với thành viên HĐQT,,
26,26,26,Công ty CP Xuất nhập khẩu TH Nam Sài Gòn,Công ty có liên quan với thành viên HĐQT,,
27,27,27,Công ty CP Đầu tư Phát triển Công nghệ Cao Việt Mỹ,Công ty có liên quan với thành viên HĐQT,,
