row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2020 VND,01/01/2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__01/01/2020 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,889.798.505.825,921.631.786.230,100.0,,889798505825.0,921631786230.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,117.917.536,3.486.351.810,110.0,4.0,117917536.0,3486351810.0
Tiền,Tiền,Tiền,111,,117.917.536,286.351.810,111.0,,117917536.0,286351810.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,-,3.200.000.000,112.0,,,3200000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,6,789.330.436.897,889.156.687.428,120.0,6.0,789330436897.0,889156687428.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,49.424.177.980,44.120.004.509,121.0,,49424177980.0,44120004509.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,(87.254.674),(10.968.574.909),122.0,,-87254674.0,-10968574909.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,,739.993.513.591,856.005.257.828,123.0,,739993513591.0,856005257828.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,100.140.468.450,25.590.434.995,130.0,,100140468450.0,25590434995.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,5,5.777.534.326,4.514.020.937,131.0,5.0,5777534326.0,4514020937.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,494.270.990,733.383.909,132.0,7.0,494270990.0,733383909.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,94.230.037.583,20.704.404.598,136.0,9.0,94230037583.0,20704404598.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,10,(361.374.449),(361.374.449),137.0,10.0,-361374449.0,-361374449.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,209.682.942,3.398.311.997,150.0,,209682942.0,3398311997.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,8,114.382.240,66.823.806,151.0,8.0,114382240.0,66823806.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,95.300.702,3.285.527.723,152.0,,95300702.0,3285527723.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,15,-,45.960.468,153.0,15.0,,45960468.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,2.241.121.325.830,2.260.672.065.434,200.0,,2241121325830.0,2260672065434.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.014.500.000,1.014.500.000,210.0,,1014500000.0,1014500000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9,1.014.500.000,1.014.500.000,216.0,9.0,1014500000.0,1014500000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,26.924.486.116,36.763.643.384,220.0,,26924486116.0,36763643384.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,17.511.813.291,17.938.297.734,221.0,11.0,17511813291.0,17938297734.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,26.790.770.680,25.067.721.456,222.0,,26790770680.0,25067721456.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(9.278.957.389),(7.129.423.722),223.0,,-9278957389.0,-7129423722.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,9.412.672.825,18.825.345.650,227.0,12.0,9412672825.0,18825345650.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,9.618.372.825,19.031.045.650,228.0,,9618372825.0,19031045650.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(205.700.000),(205.700.000),229.0,,-205700000.0,-205700000.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,13,39.802.483.535,78.568.097.856,230.0,13.0,39802483535.0,78568097856.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,44.704.785.906,84.864.435.156,231.0,,44704785906.0,84864435156.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(4.902.302.371),(6.296.337.300),232.0,,-4902302371.0,-6296337300.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,-,878.723.556,240.0,,,878723556.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,-,878.723.556,242.0,,,878723556.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6,2.173.182.856.175,2.143.278.316.549,250.0,6.0,2173182856175.0,2143278316549.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,2.193.770.036.914,2.096.270.036.914,251.0,,2193770036914.0,2096270036914.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,-,58.948.400.000,252.0,,,58948400000.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(20.587.180.739),(11.940.120.365),254.0,,-20587180739.0,-11940120365.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,197.000.004,168.784.089,260.0,,197000004.0,168784089.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,8,197.000.004,168.784.089,261.0,8.0,197000004.0,168784089.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,3.130.919.831.655,3.182.303.851.664,270.0,,3130919831655.0,3182303851664.0
