row_label_raw,row_label_full,STT,Công ty,Năm 2020VND,Năm 2019VND,numeric__Công ty,numeric__Năm 2020VND,numeric__Năm 2019VND
1,1,1,Công ty CP Dược phẩm Cửu Long (DCL),,,,,
1,1 > 1,1,- Doanh thu cung cấp dịch vụ,4.889.412.493,4.650.577.601,,4889412493.0,4650577601.0
1,1 > 1,1,- Tiền thu từ cung cấp dịch vụ,5.331.082.818,5.376.872.076,,5331082818.0,5376872076.0
1,1 > 1,1,"- Mua hàng hóa, dịch vụ",-,81.818.182,,,81818182.0
2,2,2,Công ty CP nước khoáng Khánh Hòa,,,,,
2,2 > 2,2,- Doanh thu cung cấp dịch vụ,1.541.485.233,1.212.826.908,,1541485233.0,1212826908.0
2,2 > 2,2,- Tiền thu từ cung cấp dịch vụ,1.611.886.032,2.235.748.500,,1611886032.0,2235748500.0
2,2 > 2,2,"- Mua hàng hóa, dịch vụ",70.361.856,58.194.972,,70361856.0,58194972.0
2,2 > 2,2,- Trà tiền mua hàng hóa dịch vụ,76.434.045,58.194.972,,76434045.0,58194972.0
3,3,3,Công ty CP FIT Cosmetics,,,,,
3,3 > 3,3,- Doanh thu cung cấp dịch vụ,549.687.272,549.687.275,,549687272.0,549687275.0
3,3 > 3,3,- Lợi nhuận từ hợp đồng hợp tác đầu tư,1.320.213.697,2.957.711.414,,1320213697.0,2957711414.0
3,3 > 3,3,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,-,9.201.120.894,,,9201120894.0
3,3 > 3,3,- Chuyển tiền hợp tác đầu tư,2.000.000.000,22.500.000.000,,2000000000.0,22500000000.0
3,3 > 3,3,- Thu hồi tiền hợp tác đầu tư,18.025.000.000,34.286.632.350,,18025000000.0,34286632350.0
3,3 > 3,3,"- Mua hàng hóa, dịch vụ",78.003.116,1.492.392,,78003116.0,1492392.0
3,3 > 3,3,- Trà tiền mua hàng hóa dịch vụ,84.764.525,1.492.392,,84764525.0,1492392.0
4,4,4,Công ty CP Chế biến thực phẩm xuất khẩu Miền Tây,,,,,
4,4 > 4,4,- Doanh thu cung cấp dịch vụ,909.100.020,1.889.364.000,,909100020.0,1889364000.0
4,4 > 4,4,- Tiền thu từ cung cấp dịch vụ,750.007.518,2.078.300.400,,750007518.0,2078300400.0
5,5,5,Công ty CP Thuốc Ung thư Benovas,,,,,
5,5 > 5,5,- Doanh thu cung cấp dịch vụ,1.432.060.526,1.420.749.491,,1432060526.0,1420749491.0
5,5 > 5,5,- Tiền thu từ cung cấp dịch vụ,1.182.080.778,1.562.824.440,,1182080778.0,1562824440.0
6,6,6,Công ty CP Đầu tư Dũng Tâm,,,,,
6,6 > 6,6,- Doanh thu cung cấp dịch vụ,178.267.937,164.088.000,,178267937.0,164088000.0
6,6 > 6,6,- Tiền thu từ cung cấp dịch vụ,195.115.521,180.496.800,,195115521.0,180496800.0
7,7,7,Công ty CP FIT Consumer,,,,,
7,7 > 7,7,- Lợi nhuận từ hợp đồng hợp tác đầu tư,446.511.425,898.939.777,,446511425.0,898939777.0
7,7 > 7,7,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,2.290.230.542,-,,2290230542.0,
7,7 > 7,7,- Thu hồi tiền hợp tác đầu tư,11.636.000.000,-,,11636000000.0,
7,7 > 7,7,"- Mua hàng hóa, dịch vụ",6.815.410,67.692.309,,6815410.0,67692309.0
7,7 > 7,7,- Trà tiền mua hàng hóa dịch vụ,7.496.951,82.479.829,,7496951.0,82479829.0
