row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2020 VND,Năm 2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2020 VND,numeric__Năm 2019 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,13.008.253.618,24.821.974.881,1.0,,13008253618.0,24821974881.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao TSCĐ và BĐSDT,Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSDT,Khấu hao TSCĐ và BĐSDT,02,,3.859.947.361,4.272.370.109,2.0,,3859947361.0,4272370109.0
Các hoàn nhập/trích lập dự phòng,Điều chỉnh cho các khoản > Các hoàn nhập/trích lập dự phòng,Các hoàn nhập/trích lập dự phòng,03,,(2.234.259.861),3.689.638.196,3.0,,-2234259861.0,3689638196.0
Lãi hoạt động đầu tư,Điều chỉnh cho các khoản > Lãi hoạt động đầu tư,Lãi hoạt động đầu tư,05,,(39.973.430.748),(44.237.665.774),5.0,,-39973430748.0,-44237665774.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,5.521.322.051,5.596.574.365,6.0,,5521322051.0,5596574365.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(19.818.167.579),(5.857.108.223),8.0,,-19818167579.0,-5857108223.0
"Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,(71.679.637.168),7.677.271.433,9.0,,-71679637168.0,7677271433.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả,thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả,thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả,thuế thu nhập doanh nghiệp phải nộp)",11,,3.874.337.609,89.371.620.519,11.0,,3874337609.0,89371620519.0
