row_label_raw,row_label_full,col_0,Năm 2020VND,Năm 2019VND,numeric__Năm 2020VND,numeric__Năm 2019VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,13.008.253.618,24.821.974.881,13008253618.0,24821974881.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ:,Điều chỉnh cho thu nhập chịu thuế > Trừ:,Trừ:,(5.875.533.600),(6.697.126.225),-5875533600.0,-6697126225.0
"- Cổ tức, lợi nhuận được chia","Điều chỉnh cho thu nhập chịu thuế > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(5.875.533.600),(6.697.126.225),-5875533600.0,-6697126225.0
Cộng:,Điều chỉnh cho thu nhập chịu thuế > Cộng:,Cộng:,3.297.528.996,1.390.952.102,3297528996.0,1390952102.0
- Chi phí không được trừ,Điều chỉnh cho thu nhập chịu thuế > - Chi phí không được trừ,- Chi phí không được trừ,3.297.528.996,1.390.952.102,3297528996.0,1390952102.0
Thu nhập tính thuế,Điều chỉnh cho thu nhập chịu thuế > Thu nhập tính thuế,Thu nhập tính thuế,10.430.249.014,19.515.800.758,10430249014.0,19515800758.0
Thuế suất,Điều chỉnh cho thu nhập chịu thuế > Thuế suất,Thuế suất,20%,20%,0.2,0.2
Chi phí thuế thu nhập tính trên thu nhập tính thuế,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế thu nhập tính trên thu nhập tính thuế,Chi phí thuế thu nhập tính trên thu nhập tính thuế,2.086.049.803,3.903.160.152,2086049803.0,3903160152.0
Thuế TNDN được giảm theo NQ số,Điều chỉnh cho thu nhập chịu thuế > Thuế TNDN được giảm theo NQ số,Thuế TNDN được giảm theo NQ số,625.814.941,-,625814941.0,
116/2020/QH14 ngày 19/6/2020 (*),116/2020/QH14 ngày 19/6/2020 (*),116/2020/QH14 ngày 19/6/2020 (*),,,,
Chi phí thuế TNDN hiện hành,116/2020/QH14 ngày 19/6/2020 (*) > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,1.460.234.862,3.903.160.152,1460234862.0,3903160152.0
