row_label_raw,row_label_full,Ông Nguyễn Văn Sang,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Phó Chủ tịch,,,
Ông Kiều Hữu Dũng,Ông Kiều Hữu Dũng,Ông Kiều Hữu Dũng,Thành viên,Bổ nhiệm ngày 26/6/2020,,
Ông Cao Trọng Hoan,Ông Cao Trọng Hoan,Ông Cao Trọng Hoan,Thành viên,Bổ nhiệm ngày 26/6/2020,,
Ông Phan Minh Sáng,Ông Phan Minh Sáng,Ông Phan Minh Sáng,Thành viên,,,
Ông Đỗ Văn Khá,Ông Đỗ Văn Khá,Ông Đỗ Văn Khá,Thành viên độc lập,,,
Ông Bùi Tuấn,Ông Bùi Tuấn,Ông Bùi Tuấn,Thành viên độc lập,,,
Ông Kiều Hữu Hoàn,Ông Kiều Hữu Hoàn,Ông Kiều Hữu Hoàn,Thành viên,Miễn nhiệm ngày 26/6/2020,,
Ông Hứa Xuân Sinh,Ông Hứa Xuân Sinh,Ông Hứa Xuân Sinh,Thành viên độc lập,Miễn nhiệm ngày 26/6/2020,,
