row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị VND,31/12/2020 > Dự phòng VND,01/01/2020 > Giá trị VND,01/01/2020 > Dự phòng VND,numeric__31/12/2020 > Giá trị VND,numeric__31/12/2020 > Dự phòng VND,numeric__01/01/2020 > Giá trị VND,numeric__01/01/2020 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,94.230.037.583,(46.793.763),20.704.404.598,(46.793.763),94230037583.0,-46793763.0,20704404598.0,-46793763.0
"· Ký cược, ký quỹ ngắn hạn","· Ký cược, ký quỹ ngắn hạn","· Ký cược, ký quỹ ngắn hạn",54.800.000,-,55.120.000,-,54800000.0,,55120000.0,
"· Cổ tức, lợi nhuận được chia","· Cổ tức, lợi nhuận được chia","· Cổ tức, lợi nhuận được chia",-,-,100.007.000,-,,,100007000.0,
· Phải thu về lãi dự thu,· Phải thu về lãi dự thu,· Phải thu về lãi dự thu,6.084.489.782,-,17.557.019.177,-,6084489782.0,,17557019177.0,
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,3.131.780.826,-,5.326.027.398,-,3131780826.0,,5326027398.0,
+ Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,+ Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,+ Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,2.571.914.435,-,11.862.739.725,-,2571914435.0,,11862739725.0,
+ Ngân hàng TNHH MTV Public Việt Nam-Chi nhánh Thanh Xuân,+ Ngân hàng TNHH MTV Public Việt Nam-Chi nhánh Thanh Xuân,+ Ngân hàng TNHH MTV Public Việt Nam-Chi nhánh Thanh Xuân,227.917.809,-,368.252.054,-,227917809.0,,368252054.0,
+ Công ty Cổ phần Chứng khoán Dầu Khí,+ Công ty Cổ phần Chứng khoán Dầu Khí,+ Công ty Cổ phần Chứng khoán Dầu Khí,152.876.712,-,-,-,152876712.0,,,
· Tạm ứng,· Tạm ứng,· Tạm ứng,167.078.416,-,130.728.729,-,167078416.0,,130728729.0,
· Phải thu lãi hợp đồng hợp tác đầu tư,· Phải thu lãi hợp đồng hợp tác đầu tư,· Phải thu lãi hợp đồng hợp tác đầu tư,14.021.481.122,-,2.814.735.929,-,14021481122.0,,2814735929.0,
+ Công ty CP Đầu tư Bất động sản F.I.T,+ Công ty CP Đầu tư Bất động sản F.I.T,+ Công ty CP Đầu tư Bất động sản F.I.T,5.905.252.002,-,595.517.643,-,5905252002.0,,595517643.0,
+ Công ty CP Đầu tư Thương mại Hoa Sen Việt Nam,+ Công ty CP Đầu tư Thương mại Hoa Sen Việt Nam,+ Công ty CP Đầu tư Thương mại Hoa Sen Việt Nam,3.525.410.959,-,309.350.553,-,3525410959.0,,309350553.0,
+ Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,+ Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,+ Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,1.982.465.754,-,23.408.890,-,1982465754.0,,23408890.0,
+ Công ty CP FIT Cosmetics,+ Công ty CP FIT Cosmetics,+ Công ty CP FIT Cosmetics,1.349.802.738,-,29.589.041,-,1349802738.0,,29589041.0,
+ Công ty CP Today Cosmetics,+ Công ty CP Today Cosmetics,+ Công ty CP Today Cosmetics,815.342.464,-,13.150.685,-,815342464.0,,13150685.0,
+ Công ty CP đầu tư và phát triển nông sản Hưng Yên,+ Công ty CP đầu tư và phát triển nông sản Hưng Yên,+ Công ty CP đầu tư và phát triển nông sản Hưng Yên,443.207.205,-,-,-,443207205.0,,,
+ Công ty CP FIT Consumer,+ Công ty CP FIT Consumer,+ Công ty CP FIT Consumer,-,-,1.843.719.117,-,,,1843719117.0,
· Phải thu khác,· Phải thu khác,· Phải thu khác,73.902.188.263,(46.793.763),46.793.763,(46.793.763),73902188263.0,-46793763.0,46793763.0,-46793763.0
+ Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam (*),+ Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam (*),+ Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam (*),59.859.907.000,-,-,-,59859907000.0,,,
+ Công ty Cổ phần Đầu tư Trí Việt (*),+ Công ty Cổ phần Đầu tư Trí Việt (*),+ Công ty Cổ phần Đầu tư Trí Việt (*),13.995.487.500,-,-,-,13995487500.0,,,
+ Các đối tượng khác,+ Các đối tượng khác,+ Các đối tượng khác,46.793.763,(46.793.763),46.793.763,(46.793.763),46793763.0,-46793763.0,46793763.0,-46793763.0
Dài hạn,Dài hạn,Dài hạn,1.014.500.000,-,1.014.500.000,-,1014500000.0,,1014500000.0,
"· Ký cược, ký quỹ dài hạn","· Ký cược, ký quỹ dài hạn","· Ký cược, ký quỹ dài hạn",1.014.500.000,-,1.014.500.000,-,1014500000.0,,1014500000.0,
,,,95.244.537.583,(46.793.763),21.718.904.598,(46.793.763),95244537583.0,-46793763.0,21718904598.0,-46793763.0
