row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 31.12.2024 VND,Tại ngày > 01.01.2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 VND,numeric__Tại ngày > 01.01.2024 VND
300,300,300,NỘ PHẢI TRẢ,,27.976.733.782.144,28.047.253.459.419,,,27976733782144.0,28047253459419.0
310,310,310,Nợ ngắn hạn,,3.678.947.981.964,3.143.895.667.433,,,3678947981964.0,3143895667433.0
311,311,311,Phải trả người bán ngắn hạn,V.15a,902.851.126.374,1.105.886.042.898,,,902851126374.0,1105886042898.0
312,312,312,Người mua trả tiền trước ngắn hạn,V.16a,4.719.425.163,4.619.425.163,,,4719425163.0,4619425163.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,V.17a,93.313.752.177,81.464.116.868,,,93313752177.0,81464116868.0
314,314,314,Phải trả người lao động,V.18,27.297.574.185,12.836.810.688,,,27297574185.0,12836810688.0
315,315,315,Chi phí phải trả ngắn hạn,V.19a,587.202.270.332,439.427.348.028,,,587202270332.0,439427348028.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,V.20a,1.100.000.000,1.100.000.000,,,1100000000.0,1100000000.0
319,319,319,Phải trả ngắn hạn khác,V.21a,975.656.621.369,488.231.593.491,,,975656621369.0,488231593491.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,V.22a,1.080.704.037.549,1.004.158.155.482,,,1080704037549.0,1004158155482.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,6.103.174.815,6.172.174.815,,,6103174815.0,6172174815.0
330,330,330,Nợ dài hạn,,24.297.785.800.180,24.903.357.791.986,,,24297785800180.0,24903357791986.0
331,331,331,Phải trả người bán dài hạn,V.15b,285.528.611.856,365.083.898.327,,,285528611856.0,365083898327.0
332,332,332,Người mua trả tiền trước dài hạn,V.16b,232.651.836.038,289.211.817.160,,,232651836038.0,289211817160.0
333,333,333,Chi phí phải trả dài hạn,V.19b,5.671.857.412.889,4.754.996.834.525,,,5671857412889.0,4754996834525.0
336,336,336,Doanh thu chưa thực hiện dài hạn,V.20b,6.649.932.236,7.764.764.056,,,6649932236.0,7764764056.0
337,337,337,Phải trả dài hạn khác,V.21b,38.822.766.625,53.484.473.182,,,38822766625.0,53484473182.0
338,338,338,Vay và nợ thuê tài chính dài hạn,V.22b,17.912.050.154.563,19.279.986.194.751,,,17912050154563.0,19279986194751.0
341,341,341,Thuế thu nhập hoãn lại phải trả,V.23b,150.225.085.973,152.829.809.985,,,150225085973.0,152829809985.0
