row_label_raw,row_label_full,col_0,col_1,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,,2024VND,2023VND,,,
Tiền lương,Tiền lương,Tiền lương,,4.287.400.000,4.074.166.667,,4287400000.0,4074166667.0
Nguyễn Quang Huy,Nguyễn Quang Huy,Nguyễn Quang Huy,Tổng giám đốc,910.000.000,910.000.000,,910000000.0,910000000.0
Ngọ Trường Nam,Ngọ Trường Nam,Ngọ Trường Nam,Phó Tổng giám đốc thường trực,140.000.000,-,,140000000.0,
Trần Văn Chí,Trần Văn Chí,Trần Văn Chí,Phó Tổng giám đốc thường trực,715.000.000,715.000.000,,715000000.0,715000000.0
Võ Ngọc Trung,Võ Ngọc Trung,Võ Ngọc Trung,Phó Tổng giám đốc,520.000.000,520.000.000,,520000000.0,520000000.0
Lê Châu Thắng,Lê Châu Thắng,Lê Châu Thắng,Phó Tổng giám đốc,482.000.000,455.000.000,,482000000.0,455000000.0
Trần Văn Dũng,Trần Văn Dũng,Trần Văn Dũng,Phó Tổng giám đốc,547.000.000,509.166.667,,547000000.0,509166667.0
Nguyễn Quỳnh Mai,Nguyễn Quỳnh Mai,Nguyễn Quỳnh Mai,Phó Tổng giám đốc,455.000.000,455.000.000,,455000000.0,455000000.0
Nguyễn Văn Ăn,Nguyễn Văn Ăn,Nguyễn Văn Ăn,Kế toán trường,518.400.000,510.000.000,,518400000.0,510000000.0
